"","B_mes","fec_ini_cdto","id_sucursal","B_adeudo","ventas_tot","no_clientes","adeudo_actual","pagos_tot","no_cdtos"
"2883",2020-03-15,2020-03-27,9,"Sin adeudo",320301,36,0,363154.69,143
"2884",2020-03-15,2020-03-27,10,"Con adeudo",53372,5,36971.01,19121.81,29
"2885",2020-03-15,2020-03-27,10,"Sin adeudo",287408,32,0,330846.72,118
"2886",2020-03-15,2020-03-27,11,"Con adeudo",6140,1,3162.78,3105.76,6
"2887",2020-03-15,2020-03-27,11,"Sin adeudo",176440,20,0,191393.95,78
"2888",2020-03-15,2020-03-27,12,"Con adeudo",47962,4,16042.2,33897.77,12
"2889",2020-03-15,2020-03-27,12,"Sin adeudo",369376,42,0,414055.1,166
"2890",2020-03-15,2020-03-27,13,"Con adeudo",52457,7,22679.16,31252.39,25
"2891",2020-03-15,2020-03-27,13,"Sin adeudo",270915,35,0,302254.5,119
"2892",2020-03-15,2020-03-27,14,"Con adeudo",22711,3,18615.4,4732.4,18
"2893",2020-03-15,2020-03-27,14,"Sin adeudo",308244,32,0,349076.61,126
"2894",2020-03-15,2020-03-27,15,"Con adeudo",63616,5,25707.63,42992.17,24
"2895",2020-03-15,2020-03-27,15,"Sin adeudo",384538,37,0,434716.28,153
"2896",2020-03-15,2020-03-27,16,"Con adeudo",56800,8,31227.71,29693.44,27
"2897",2020-03-15,2020-03-27,16,"Sin adeudo",271947,35,0,304149.67,140
"2898",2020-03-15,2020-03-27,17,"Con adeudo",15855,4,5324.27,11758.72,20
"2899",2020-03-15,2020-03-27,17,"Sin adeudo",278400,32,0,319844.05,143
"2900",2020-03-15,2020-03-28,1,"Con adeudo",30912,5,23772.91,8063.05,28
"2901",2020-03-15,2020-03-28,1,"Sin adeudo",289166,37,0,326383.8,136
"2902",2020-03-15,2020-03-28,2,"Con adeudo",37695,4,20644.49,20208.68,18
"2903",2020-03-15,2020-03-28,2,"Sin adeudo",311126,33,0,350213.6,133
"2904",2020-03-15,2020-03-28,3,"Con adeudo",32044,5,14592.88,19732.45,27
"2905",2020-03-15,2020-03-28,3,"Sin adeudo",340539,39,0,381152.31,147
"2906",2020-03-15,2020-03-28,4,"Con adeudo",6185,2,3334.44,3251.93,3
"2907",2020-03-15,2020-03-28,4,"Sin adeudo",287926,31,0,318540.07,114
"2908",2020-03-15,2020-03-28,5,"Con adeudo",15335,2,13202.26,2495.89,4
"2909",2020-03-15,2020-03-28,5,"Sin adeudo",359453,37,0,400706.12,149
"2910",2020-03-15,2020-03-28,6,"Sin adeudo",238872,28,0,269150.97,116
"2911",2020-03-15,2020-03-28,7,"Con adeudo",55176,4,45735.83,10029.81,24
"2912",2020-03-15,2020-03-28,7,"Sin adeudo",281811,37,0,320563.13,156
"2913",2020-03-15,2020-03-28,8,"Con adeudo",13281,3,4797.55,9751.26,16
"2914",2020-03-15,2020-03-28,8,"Sin adeudo",218499,27,0,245634.35,88
"2915",2020-03-15,2020-03-28,9,"Con adeudo",51336,5,19915.8,36485.54,19
"2916",2020-03-15,2020-03-28,9,"Sin adeudo",368503,41,0,411514.06,167
"2917",2020-03-15,2020-03-28,10,"Con adeudo",51620,6,29468.48,24406.52,23
"2918",2020-03-15,2020-03-28,10,"Sin adeudo",266424,33,0,301195.29,149
"2919",2020-03-15,2020-03-28,11,"Con adeudo",53789,6,21542.08,35227.5,23
"2920",2020-03-15,2020-03-28,11,"Sin adeudo",293230,34,0,328632.67,152
"2921",2020-03-15,2020-03-28,12,"Con adeudo",36273,3,23170.94,14019.87,14
"2922",2020-03-15,2020-03-28,12,"Sin adeudo",389358,41,0,447598.3,159
"2923",2020-03-15,2020-03-28,13,"Con adeudo",73072,6,44509.99,32137.64,23
"2924",2020-03-15,2020-03-28,13,"Sin adeudo",325543,38,0,373887.63,162
"2925",2020-03-15,2020-03-28,14,"Con adeudo",57891,7,39731.62,19692.27,24
"2926",2020-03-15,2020-03-28,14,"Sin adeudo",255730,31,0,287648.62,114
"2927",2020-03-15,2020-03-28,15,"Con adeudo",82736,8,49465.87,37221.34,31
"2928",2020-03-15,2020-03-28,15,"Sin adeudo",266345,33,0,300258.78,127
"2929",2020-03-15,2020-03-28,16,"Con adeudo",53453,6,17467.74,38017.75,31
"2930",2020-03-15,2020-03-28,16,"Sin adeudo",401535,42,0,447916.61,166
"2931",2020-03-15,2020-03-28,17,"Con adeudo",85726,7,34987.28,58046.06,28
"2932",2020-03-15,2020-03-28,17,"Sin adeudo",275861,29,0,309909.02,124
"2933",2020-03-15,2020-03-29,1,"Con adeudo",31389,3,11274.44,21495.33,9
"2934",2020-03-15,2020-03-29,1,"Sin adeudo",321860,32,0,367264.12,130
"2935",2020-03-15,2020-03-29,2,"Con adeudo",38466,4,25809.54,15272.27,10
"2936",2020-03-15,2020-03-29,2,"Sin adeudo",444982,49,0,499044.8,192
"2937",2020-03-15,2020-03-29,3,"Con adeudo",5466,1,1626.93,4306.03,7
"2938",2020-03-15,2020-03-29,3,"Sin adeudo",323758,33,0,352988.93,146
"2939",2020-03-15,2020-03-29,4,"Con adeudo",18173,2,9926.59,9065.69,7
"2940",2020-03-15,2020-03-29,4,"Sin adeudo",305705,36,0,341673.48,122
"2941",2020-03-15,2020-03-29,5,"Con adeudo",6155,1,5278.23,969.94,2
"2942",2020-03-15,2020-03-29,5,"Sin adeudo",330835,34,0,376465.2,140
"2943",2020-03-15,2020-03-29,6,"Con adeudo",39489,4,20802.04,19963.48,16
"2944",2020-03-15,2020-03-29,6,"Sin adeudo",405467,44,0,464180.52,170
"2945",2020-03-15,2020-03-29,7,"Con adeudo",71575,7,41400.62,34035.54,28
"2946",2020-03-15,2020-03-29,7,"Sin adeudo",362504,39,0,403556.17,183
"2947",2020-03-15,2020-03-29,8,"Con adeudo",23243,4,14493.29,10119.08,20
"2948",2020-03-15,2020-03-29,8,"Sin adeudo",355552,35,0,398521.69,150
"2949",2020-03-15,2020-03-29,9,"Con adeudo",30886,4,16704.26,15261.42,13
"2950",2020-03-15,2020-03-29,9,"Sin adeudo",190303,22,0,211083.84,96
"2951",2020-03-15,2020-03-29,10,"Con adeudo",57802,6,41526.12,18054.73,15
"2952",2020-03-15,2020-03-29,10,"Sin adeudo",434461,48,0,491675.57,187
"2953",2020-03-15,2020-03-29,11,"Con adeudo",44671,4,20642.78,26592.57,16
"2954",2020-03-15,2020-03-29,11,"Sin adeudo",377841,40,0,426301.62,146
"2955",2020-03-15,2020-03-29,12,"Con adeudo",12396,2,8929.38,3681.37,8
"2956",2020-03-15,2020-03-29,12,"Sin adeudo",270021,31,0,311499.92,133
"2957",2020-03-15,2020-03-29,13,"Con adeudo",15098,3,10326.92,4995.95,12
"2958",2020-03-15,2020-03-29,13,"Sin adeudo",275931,35,0,307579.06,132
"2959",2020-03-15,2020-03-29,14,"Con adeudo",11610,1,3634.5,8798.07,5
"2960",2020-03-15,2020-03-29,14,"Sin adeudo",257102,27,0,292628.73,95
"2961",2020-03-15,2020-03-29,15,"Con adeudo",32270,4,19136.73,15093.57,16
"2962",2020-03-15,2020-03-29,15,"Sin adeudo",300693,33,0,347475.63,123
"2963",2020-03-15,2020-03-29,16,"Con adeudo",45194,6,25721.67,21239.46,16
"2964",2020-03-15,2020-03-29,16,"Sin adeudo",430795,41,0,488453.28,185
"2965",2020-03-15,2020-03-29,17,"Con adeudo",43055,6,36034.2,7816.11,27
"2966",2020-03-15,2020-03-29,17,"Sin adeudo",291229,34,0,321868.21,137
"2967",2020-03-15,2020-03-30,1,"Con adeudo",37799,5,21925.11,18775.08,25
"2968",2020-03-15,2020-03-30,1,"Sin adeudo",248369,30,0,283868.98,115
"2969",2020-03-15,2020-03-30,2,"Con adeudo",7524,2,5496.6,2235.22,10
"2970",2020-03-15,2020-03-30,2,"Sin adeudo",315274,35,0,351520.59,149
"2971",2020-03-15,2020-03-30,3,"Con adeudo",56888,5,27267.59,33738.23,17
"2972",2020-03-15,2020-03-30,3,"Sin adeudo",280807,32,0,315892.29,130
"2973",2020-03-15,2020-03-30,4,"Con adeudo",42806,5,21494.19,23700.1,17
"2974",2020-03-15,2020-03-30,4,"Sin adeudo",272331,29,0,307084.73,108
"2975",2020-03-15,2020-03-30,5,"Con adeudo",82419,9,38292.27,50264.36,33
"2976",2020-03-15,2020-03-30,5,"Sin adeudo",254624,30,0,288419.85,117
"2977",2020-03-15,2020-03-30,6,"Con adeudo",35989,4,8124.05,32890.71,14
"2978",2020-03-15,2020-03-30,6,"Sin adeudo",226323,24,0,253946.89,91
"2979",2020-03-15,2020-03-30,7,"Con adeudo",21593,3,6730.43,17262.67,14
"2980",2020-03-15,2020-03-30,7,"Sin adeudo",258489,31,0,294584.81,132
"2981",2020-03-15,2020-03-30,8,"Con adeudo",75381,6,47580.75,33096.35,18
"2982",2020-03-15,2020-03-30,8,"Sin adeudo",372363,44,0,424097.87,189
"2983",2020-03-15,2020-03-30,9,"Con adeudo",48885,5,16982.32,36524.53,19
"2984",2020-03-15,2020-03-30,9,"Sin adeudo",226567,24,0,247424.75,103
"2985",2020-03-15,2020-03-30,10,"Con adeudo",33271,5,25147.31,8776.61,30
"2986",2020-03-15,2020-03-30,10,"Sin adeudo",256950,32,0,292361.71,105
"2987",2020-03-15,2020-03-30,11,"Con adeudo",40598,3,26799.93,15555.61,14
"2988",2020-03-15,2020-03-30,11,"Sin adeudo",188343,24,0,216296.1,113
"2989",2020-03-15,2020-03-30,12,"Con adeudo",64733,7,30887.16,37895.82,23
"2990",2020-03-15,2020-03-30,12,"Sin adeudo",270434,33,0,309582.3,133
"2991",2020-03-15,2020-03-30,13,"Con adeudo",24951,3,10590.29,15080.05,14
"2992",2020-03-15,2020-03-30,13,"Sin adeudo",308708,35,0,349700.78,141
"2993",2020-03-15,2020-03-30,14,"Con adeudo",43413,4,22355.5,24402.1,16
"2994",2020-03-15,2020-03-30,14,"Sin adeudo",236424,28,0,266844.22,104
"2995",2020-03-15,2020-03-30,15,"Con adeudo",6693,2,2547.89,4408.88,10
"2996",2020-03-15,2020-03-30,15,"Sin adeudo",330242,35,0,377805.52,169
"2997",2020-03-15,2020-03-30,16,"Con adeudo",82962,8,43798.51,45526.84,36
"2998",2020-03-15,2020-03-30,16,"Sin adeudo",316964,34,0,358233.36,134
"2999",2020-03-15,2020-03-30,17,"Con adeudo",36202,4,12479.93,26933.77,17
"3000",2020-03-15,2020-03-30,17,"Sin adeudo",305503,37,0,343433.77,141
"3001",2020-03-15,2020-03-31,1,"Con adeudo",82209,8,40451.76,45671.1,34
"3002",2020-03-15,2020-03-31,1,"Sin adeudo",406096,39,0,462243.39,168
"3003",2020-03-15,2020-03-31,2,"Con adeudo",83402,6,47796.33,40260.02,23
"3004",2020-03-15,2020-03-31,2,"Sin adeudo",106369,15,0,120548.99,57
"3005",2020-03-15,2020-03-31,3,"Con adeudo",60434,6,36799.18,27117.54,31
"3006",2020-03-15,2020-03-31,3,"Sin adeudo",333286,31,0,375389.87,127
"3007",2020-03-15,2020-03-31,4,"Con adeudo",4223,1,1262.03,3673.6,4
"3008",2020-03-15,2020-03-31,4,"Sin adeudo",404495,42,0,448766.28,187
"3009",2020-03-15,2020-03-31,5,"Con adeudo",57906,7,31769.77,27628.72,32
"3010",2020-03-15,2020-03-31,5,"Sin adeudo",346693,33,0,393846.59,129
"3011",2020-03-15,2020-03-31,6,"Con adeudo",54835,6,17823.7,42468.72,18
"3012",2020-03-15,2020-03-31,6,"Sin adeudo",349485,36,0,395274.95,151
"3013",2020-03-15,2020-03-31,7,"Con adeudo",2295,1,538.55,1839.34,1
"3014",2020-03-15,2020-03-31,7,"Sin adeudo",190196,24,0,212732.29,95
"3015",2020-03-15,2020-03-31,8,"Con adeudo",21933,5,12653.36,10673.2,13
"3016",2020-03-15,2020-03-31,8,"Sin adeudo",289180,31,0,323614.54,121
"3017",2020-03-15,2020-03-31,9,"Con adeudo",17494,2,15607.11,2126.38,8
"3018",2020-03-15,2020-03-31,9,"Sin adeudo",350970,35,0,387257.5,133
"3019",2020-03-15,2020-03-31,10,"Con adeudo",13236,3,9410.49,4338.44,13
"3020",2020-03-15,2020-03-31,10,"Sin adeudo",373207,37,0,415868.91,145
"3021",2020-03-15,2020-03-31,11,"Con adeudo",24366,5,19241.24,5900.65,15
"3022",2020-03-15,2020-03-31,11,"Sin adeudo",314440,34,0,356423.18,141
"3023",2020-03-15,2020-03-31,12,"Con adeudo",20437,3,9196.77,13040.14,12
"3024",2020-03-15,2020-03-31,12,"Sin adeudo",273750,28,0,304507.07,112
"3025",2020-03-15,2020-03-31,13,"Con adeudo",55337,6,16043.38,44970.43,29
"3026",2020-03-15,2020-03-31,13,"Sin adeudo",279253,26,0,318237.49,101
"3027",2020-03-15,2020-03-31,14,"Con adeudo",32913,4,8240.31,25654.97,19
"3028",2020-03-15,2020-03-31,14,"Sin adeudo",333798,33,0,366392.08,126
"3029",2020-03-15,2020-03-31,15,"Con adeudo",72428,7,30732.29,48301.09,21
"3030",2020-03-15,2020-03-31,15,"Sin adeudo",244338,28,0,281555.8,95
"3031",2020-03-15,2020-03-31,16,"Con adeudo",34324,2,17848.98,18534.14,10
"3032",2020-03-15,2020-03-31,16,"Sin adeudo",351676,38,0,386478.25,160
"3033",2020-03-15,2020-03-31,17,"Con adeudo",51324,4,27825.11,27710.52,14
"3034",2020-03-15,2020-03-31,17,"Sin adeudo",336363,37,0,380518.91,156
"3035",2020-04-15,2020-04-01,1,"Sin adeudo",53728,9,0,58225.85,18
"3036",2020-04-15,2020-04-01,2,"Con adeudo",4798,2,684.7,4675.65,5
"3037",2020-04-15,2020-04-01,2,"Sin adeudo",78081,15,0,84916.14,34
"3038",2020-04-15,2020-04-01,3,"Sin adeudo",35836,7,0,38617.1,13
"3039",2020-04-15,2020-04-01,4,"Sin adeudo",53244,13,0,56533.85,29
"3040",2020-04-15,2020-04-01,5,"Con adeudo",4366,1,3936.63,459.33,2
"3041",2020-04-15,2020-04-01,5,"Sin adeudo",62421,15,0,66271.13,36
"3042",2020-04-15,2020-04-01,6,"Sin adeudo",42461,10,0,45867.47,19
"3043",2020-04-15,2020-04-01,7,"Sin adeudo",60588,13,0,62929.52,29
"3044",2020-04-15,2020-04-01,8,"Con adeudo",3861,1,1099.65,3122.31,3
"3045",2020-04-15,2020-04-01,8,"Sin adeudo",65811,15,0,70400.88,22
"3046",2020-04-15,2020-04-01,9,"Sin adeudo",76057,15,0,81057.13,30
"3047",2020-04-15,2020-04-01,10,"Sin adeudo",74464,15,0,81802.48,32
"3048",2020-04-15,2020-04-01,11,"Sin adeudo",61831,13,0,68096.28,27
"3049",2020-04-15,2020-04-01,12,"Sin adeudo",61037,15,0,65231.66,28
"3050",2020-04-15,2020-04-01,13,"Sin adeudo",51118,10,0,54773.13,22
"3051",2020-04-15,2020-04-01,14,"Con adeudo",5038,1,1016.67,4495.42,3
"3052",2020-04-15,2020-04-01,14,"Sin adeudo",69805,14,0,74795.14,30
"3053",2020-04-15,2020-04-01,15,"Con adeudo",5908,1,1722.92,4696.38,3
"3054",2020-04-15,2020-04-01,15,"Sin adeudo",92735,17,0,99392.93,31
"3055",2020-04-15,2020-04-01,16,"Con adeudo",319,1,231.83,88.21,3
"3056",2020-04-15,2020-04-01,16,"Sin adeudo",74451,17,0,79617.18,32
"3057",2020-04-15,2020-04-01,17,"Sin adeudo",71484,16,0,76716.95,31
"3058",2020-04-15,2020-04-02,1,"Sin adeudo",75056,15,0,79594.97,26
"3059",2020-04-15,2020-04-02,2,"Sin adeudo",61160,14,0,66206.85,27
"3060",2020-04-15,2020-04-02,3,"Sin adeudo",84669,20,0,91309.37,41
"3061",2020-04-15,2020-04-02,4,"Sin adeudo",76160,18,0,82714.67,33
"3062",2020-04-15,2020-04-02,5,"Con adeudo",8797,2,6166.48,2765.95,6
"3063",2020-04-15,2020-04-02,5,"Sin adeudo",91723,24,0,98418.87,49
"3064",2020-04-15,2020-04-02,6,"Sin adeudo",75227,15,0,81666.74,31
"3065",2020-04-15,2020-04-02,7,"Con adeudo",3221,1,591.4,2965.89,3
"3066",2020-04-15,2020-04-02,7,"Sin adeudo",93097,23,0,100930.16,49
"3067",2020-04-15,2020-04-02,8,"Sin adeudo",56112,13,0,60333.68,27
"3068",2020-04-15,2020-04-02,9,"Sin adeudo",97960,20,0,105538.35,43
"3069",2020-04-15,2020-04-02,10,"Sin adeudo",65603,12,0,71079.98,28
"3070",2020-04-15,2020-04-02,11,"Sin adeudo",79984,14,0,86474.62,29
"3071",2020-04-15,2020-04-02,12,"Sin adeudo",59407,13,0,63346.69,28
"3072",2020-04-15,2020-04-02,13,"Sin adeudo",57227,12,0,60954.54,25
"3073",2020-04-15,2020-04-02,14,"Con adeudo",8135,1,6724.07,1412.75,1
"3074",2020-04-15,2020-04-02,14,"Sin adeudo",89649,17,0,95771.04,37
"3075",2020-04-15,2020-04-02,15,"Sin adeudo",87038,18,0,93632.28,35
"3076",2020-04-15,2020-04-02,16,"Con adeudo",8467,1,7713.83,804.43,3
"3077",2020-04-15,2020-04-02,16,"Sin adeudo",93953,20,0,99839.32,36
"3078",2020-04-15,2020-04-02,17,"Sin adeudo",68438,16,0,72535.26,28
"3079",2020-04-15,2020-04-03,1,"Con adeudo",5094,1,778.85,4393.69,2
"3080",2020-04-15,2020-04-03,1,"Sin adeudo",55952,13,0,60764.58,24
"3081",2020-04-15,2020-04-03,2,"Con adeudo",6362,1,1270.02,5509.95,2
"3082",2020-04-15,2020-04-03,2,"Sin adeudo",45590,11,0,48963.07,24
"3083",2020-04-15,2020-04-03,3,"Sin adeudo",47587,14,0,51538.44,31
"3084",2020-04-15,2020-04-03,4,"Con adeudo",7089,1,5852.7,1299.47,1
"3085",2020-04-15,2020-04-03,4,"Sin adeudo",64015,11,0,70084.38,23
"3086",2020-04-15,2020-04-03,5,"Con adeudo",7491,1,6860.07,687.63,2
"3087",2020-04-15,2020-04-03,5,"Sin adeudo",77740,15,0,84415.84,32
"3088",2020-04-15,2020-04-03,6,"Con adeudo",7783,1,6613.98,1315.72,3
"3089",2020-04-15,2020-04-03,6,"Sin adeudo",82207,16,0,88247.54,35
"3090",2020-04-15,2020-04-03,7,"Sin adeudo",110329,22,0,118185.63,43
"3091",2020-04-15,2020-04-03,8,"Con adeudo",8535,1,5320.58,3314.28,2
"3092",2020-04-15,2020-04-03,8,"Sin adeudo",91500,20,0,100086.63,38
"3093",2020-04-15,2020-04-03,9,"Con adeudo",7952,1,5704.74,2531.9,2
"3094",2020-04-15,2020-04-03,9,"Sin adeudo",99200,22,0,104114.77,39
"3095",2020-04-15,2020-04-03,10,"Con adeudo",4864,1,3984.12,990.5,1
"3096",2020-04-15,2020-04-03,10,"Sin adeudo",62429,15,0,66621.14,27
"3097",2020-04-15,2020-04-03,11,"Sin adeudo",47297,12,0,51457.37,27
"3098",2020-04-15,2020-04-03,12,"Sin adeudo",75646,17,0,80785.66,37
"3099",2020-04-15,2020-04-03,13,"Sin adeudo",90208,18,0,94785.72,28
"3100",2020-04-15,2020-04-03,14,"Con adeudo",1432,1,899.29,540.75,2
"3101",2020-04-15,2020-04-03,14,"Sin adeudo",51461,11,0,55405.17,23
"3102",2020-04-15,2020-04-03,15,"Con adeudo",2845,1,2293.74,603.12,1
"3103",2020-04-15,2020-04-03,15,"Sin adeudo",51477,11,0,55066.89,20
"3104",2020-04-15,2020-04-03,16,"Sin adeudo",61962,13,0,65668.19,25
"3105",2020-04-15,2020-04-03,17,"Sin adeudo",79182,13,0,83801.99,25
"3106",2020-04-15,2020-04-04,1,"Sin adeudo",88188,18,0,95936.93,43
"3107",2020-04-15,2020-04-04,2,"Sin adeudo",84145,16,0,89753.53,33
"3108",2020-04-15,2020-04-04,3,"Sin adeudo",62015,16,0,66825.73,28
"3109",2020-04-15,2020-04-04,4,"Sin adeudo",115351,23,0,123113.92,51
"3110",2020-04-15,2020-04-04,5,"Con adeudo",6881,1,1601.93,5791.66,3
"3111",2020-04-15,2020-04-04,5,"Sin adeudo",112169,20,0,120846.15,41
"3112",2020-04-15,2020-04-04,6,"Sin adeudo",106245,22,0,116121.01,47
"3113",2020-04-15,2020-04-04,7,"Con adeudo",11302,2,8039.36,3483.76,5
"3114",2020-04-15,2020-04-04,7,"Sin adeudo",87918,23,0,93827.55,48
"3115",2020-04-15,2020-04-04,8,"Sin adeudo",108102,22,0,115396.01,42
"3116",2020-04-15,2020-04-04,9,"Con adeudo",3113,1,168.39,3036.7,3
"3117",2020-04-15,2020-04-04,9,"Sin adeudo",56340,11,0,60730.98,16
"3118",2020-04-15,2020-04-04,10,"Sin adeudo",55846,11,0,60251.72,20
"3119",2020-04-15,2020-04-04,11,"Con adeudo",2833,1,2009.62,840.03,1
"3120",2020-04-15,2020-04-04,11,"Sin adeudo",80437,15,0,87450.64,28
"3121",2020-04-15,2020-04-04,12,"Con adeudo",7806,1,7013.45,886.39,2
"3122",2020-04-15,2020-04-04,12,"Sin adeudo",78184,22,0,83940.71,50
"3123",2020-04-15,2020-04-04,13,"Con adeudo",2254,1,1373.48,988.01,2
"3124",2020-04-15,2020-04-04,13,"Sin adeudo",82352,18,0,90399.6,40
"3125",2020-04-15,2020-04-04,14,"Sin adeudo",54994,15,0,60700.73,33
"3126",2020-04-15,2020-04-04,15,"Sin adeudo",69732,12,0,74483.47,27
"3127",2020-04-15,2020-04-04,16,"Sin adeudo",100173,19,0,108523.32,36
"3128",2020-04-15,2020-04-04,17,"Sin adeudo",56120,12,0,60381.57,27
"3129",2020-04-15,2020-04-05,1,"Sin adeudo",73663,19,0,77453.76,38
"3130",2020-04-15,2020-04-05,2,"Sin adeudo",59037,11,0,64392.68,18
"3131",2020-04-15,2020-04-05,3,"Con adeudo",2566,1,936.04,1839.45,3
"3132",2020-04-15,2020-04-05,3,"Sin adeudo",60551,14,0,65535.53,31
"3133",2020-04-15,2020-04-05,4,"Sin adeudo",42671,12,0,45825.39,24
"3134",2020-04-15,2020-04-05,5,"Sin adeudo",85311,17,0,92257.16,33
"3135",2020-04-15,2020-04-05,6,"Sin adeudo",91442,19,0,96800.71,41
"3136",2020-04-15,2020-04-05,7,"Sin adeudo",72137,16,0,76398.29,29
"3137",2020-04-15,2020-04-05,8,"Con adeudo",4040,1,1296.29,2811.84,2
"3138",2020-04-15,2020-04-05,8,"Sin adeudo",41789,9,0,44213.51,21
"3139",2020-04-15,2020-04-05,9,"Con adeudo",5343,1,2410.49,3149.05,1
"3140",2020-04-15,2020-04-05,9,"Sin adeudo",62505,15,0,67835.24,31
"3141",2020-04-15,2020-04-05,10,"Sin adeudo",54888,12,0,57561.25,22
"3142",2020-04-15,2020-04-05,11,"Con adeudo",3860,1,389.48,3904.71,1
"3143",2020-04-15,2020-04-05,11,"Sin adeudo",72756,13,0,79280.67,24
"3144",2020-04-15,2020-04-05,12,"Sin adeudo",60980,13,0,65021.75,23
"3145",2020-04-15,2020-04-05,13,"Sin adeudo",100847,21,0,109093.67,40
"3146",2020-04-15,2020-04-05,14,"Con adeudo",3432,1,2787.97,736.16,1
"3147",2020-04-15,2020-04-05,14,"Sin adeudo",61129,16,0,65130.47,33
"3148",2020-04-15,2020-04-05,15,"Sin adeudo",114317,23,0,122669.93,43
"3149",2020-04-15,2020-04-05,16,"Sin adeudo",88444,20,0,96003.06,39
"3150",2020-04-15,2020-04-05,17,"Sin adeudo",97343,18,0,104380.29,42
"3151",2020-04-15,2020-04-06,1,"Sin adeudo",74405,13,0,80702.09,25
"3152",2020-04-15,2020-04-06,2,"Sin adeudo",67708,17,0,72254.35,31
"3153",2020-04-15,2020-04-06,3,"Sin adeudo",74914,23,0,80605.41,51
"3154",2020-04-15,2020-04-06,4,"Con adeudo",1584,1,430.84,1189.35,1
"3155",2020-04-15,2020-04-06,4,"Sin adeudo",83963,19,0,90105.23,40
"3156",2020-04-15,2020-04-06,5,"Sin adeudo",81023,18,0,86989.18,37
"3157",2020-04-15,2020-04-06,6,"Sin adeudo",41526,10,0,44755.09,19
"3158",2020-04-15,2020-04-06,7,"Sin adeudo",41101,10,0,43935.44,19
"3159",2020-04-15,2020-04-06,8,"Sin adeudo",76327,15,0,79584.62,37
"3160",2020-04-15,2020-04-06,9,"Con adeudo",3868,1,854.45,3325.22,2
"3161",2020-04-15,2020-04-06,9,"Sin adeudo",79224,19,0,85839.44,31
"3162",2020-04-15,2020-04-06,10,"Sin adeudo",87440,17,0,94215.05,38
"3163",2020-04-15,2020-04-06,11,"Con adeudo",6229,1,2171.57,4234.17,2
"3164",2020-04-15,2020-04-06,11,"Sin adeudo",90480,18,0,96001.92,35
"3165",2020-04-15,2020-04-06,12,"Sin adeudo",40187,8,0,42990.45,19
"3166",2020-04-15,2020-04-06,13,"Con adeudo",8403,1,5449.97,2988.68,1
"3167",2020-04-15,2020-04-06,13,"Sin adeudo",79915,17,0,86536.31,34
"3168",2020-04-15,2020-04-06,14,"Sin adeudo",70991,15,0,76311.08,34
"3169",2020-04-15,2020-04-06,15,"Con adeudo",3689,1,811.3,3077.24,3
"3170",2020-04-15,2020-04-06,15,"Sin adeudo",91993,19,0,98946.35,39
"3171",2020-04-15,2020-04-06,16,"Sin adeudo",82781,17,0,88590.48,38
"3172",2020-04-15,2020-04-06,17,"Sin adeudo",48062,11,0,52891.63,23
"3173",2020-04-15,2020-04-07,1,"Con adeudo",5100,1,4787.64,335.76,3
"3174",2020-04-15,2020-04-07,1,"Sin adeudo",42037,11,0,44889.97,23
"3175",2020-04-15,2020-04-07,2,"Con adeudo",4463,1,2465.19,2029.01,1
"3176",2020-04-15,2020-04-07,2,"Sin adeudo",92674,21,0,98425.12,44
"3177",2020-04-15,2020-04-07,3,"Sin adeudo",74019,16,0,79534.16,28
"3178",2020-04-15,2020-04-07,4,"Sin adeudo",56040,15,0,59667.4,27
"3179",2020-04-15,2020-04-07,5,"Con adeudo",6296,1,1054.36,5725.36,2
"3180",2020-04-15,2020-04-07,5,"Sin adeudo",81001,17,0,85628.5,35
"3181",2020-04-15,2020-04-07,6,"Sin adeudo",108200,20,0,117785.45,35
"3182",2020-04-15,2020-04-07,7,"Sin adeudo",60347,15,0,65524.25,30
"3183",2020-04-15,2020-04-07,8,"Sin adeudo",47112,12,0,50388.48,29
"3184",2020-04-15,2020-04-07,9,"Sin adeudo",64388,14,0,68303.22,33
"3185",2020-04-15,2020-04-07,10,"Con adeudo",6661,1,6226.03,474.59,1
"3186",2020-04-15,2020-04-07,10,"Sin adeudo",68605,14,0,73948.33,24
"3187",2020-04-15,2020-04-07,11,"Sin adeudo",68578,13,0,74702.1,22
"3188",2020-04-15,2020-04-07,12,"Sin adeudo",87508,16,0,92944.33,31
"3189",2020-04-15,2020-04-07,13,"Sin adeudo",63372,18,0,68214.04,39
"3190",2020-04-15,2020-04-07,14,"Con adeudo",4478,1,1876.16,2762.35,2
"3191",2020-04-15,2020-04-07,14,"Sin adeudo",31763,10,0,32791.33,23
"3192",2020-04-15,2020-04-07,15,"Sin adeudo",71830,17,0,79286.09,41
"3193",2020-04-15,2020-04-07,16,"Sin adeudo",79699,16,0,85400.15,30
"3194",2020-04-15,2020-04-07,17,"Sin adeudo",47021,9,0,50281.06,14
"3195",2020-04-15,2020-04-08,1,"Con adeudo",10093,3,8375.08,1755.43,6
"3196",2020-04-15,2020-04-08,1,"Sin adeudo",52506,11,0,56267.97,20
"3197",2020-04-15,2020-04-08,2,"Sin adeudo",46635,10,0,51745.27,15
"3198",2020-04-15,2020-04-08,3,"Sin adeudo",62606,13,0,67349.12,22
"3199",2020-04-15,2020-04-08,4,"Con adeudo",5746,1,4206.08,1606.74,1
"3200",2020-04-15,2020-04-08,4,"Sin adeudo",98636,21,0,105241.39,44
"3201",2020-04-15,2020-04-08,5,"Sin adeudo",61201,14,0,67049.34,30
