"","id_cliente","ventas_mensuales","B_proceso"
"1886","1886",139631,"Orden"
"1887","1887",188781,"Orden"
"1888","1888",100606,"Orden"
"1889","1889",74604,"Orden"
"1890","1890",178486,"Orden"
"1891","1891",78614,"Orden"
"1892","1892",247337,"Orden"
"1893","1893",216388,"Orden"
"1894","1894",196338,"Orden"
"1895","1895",110223,"Orden"
"1896","1896",96800,"Orden"
"1897","1897",147344,"Orden"
"1898","1898",231374,"Orden"
"1899","1899",217888,"Orden"
"1900","1900",81815,"Orden"
"1901","1901",129056,"Orden"
"1902","1902",238356,"Orden"
"1903","1903",239179,"Orden"
"1904","1904",183723,"Orden"
"1905","1905",48007,"Orden"
"1906","1906",113495,"Orden"
"1907","1907",221223,"Orden"
"1908","1908",140722,"Orden"
"1909","1909",29539,"Orden"
"1910","1910",85216,"Orden"
"1911","1911",5723,"Orden"
"1912","1912",15773,"Orden"
"1913","1913",42571,"Orden"
"1914","1914",136034,"Orden"
"1915","1915",18955,"Orden"
"1916","1916",17263,"Orden"
"1917","1917",171648,"Orden"
"1918","1918",206224,"Orden"
"1919","1919",200398,"Orden"
"1920","1920",77604,"Orden"
"1921","1921",213232,"Orden"
"1922","1922",177779,"Orden"
"1923","1923",41082,"Orden"
"1924","1924",157484,"Orden"
"1925","1925",70017,"Orden"
"1926","1926",133340,"Orden"
"1927","1927",208069,"Orden"
"1928","1928",110657,"Orden"
"1929","1929",32643,"Orden"
"1930","1930",234133,"Orden"
"1931","1931",142360,"Orden"
"1932","1932",103062,"Orden"
"1933","1933",188091,"Orden"
"1934","1934",218544,"Orden"
"1935","1935",107647,"Orden"
"1936","1936",221173,"Orden"
"1937","1937",161112,"Orden"
"1938","1938",137622,"Orden"
"1939","1939",114580,"Orden"
"1940","1940",194635,"Orden"
"1941","1941",49225,"Orden"
"1942","1942",37610,"Orden"
"1943","1943",2182,"Orden"
"1944","1944",168532,"Orden"
"1945","1945",99490,"Orden"
"1946","1946",42809,"Orden"
"1947","1947",50968,"Orden"
"1948","1948",160638,"Orden"
"1949","1949",122686,"Orden"
"1950","1950",87675,"Orden"
"1951","1951",48977,"Orden"
"1952","1952",81362,"Orden"
"1953","1953",233153,"Orden"
"1954","1954",153651,"Orden"
"1955","1955",158026,"Orden"
"1956","1956",52448,"Orden"
"1957","1957",5316,"Orden"
"1958","1958",154887,"Orden"
"1959","1959",27314,"Orden"
"1960","1960",182685,"Orden"
"1961","1961",133086,"Orden"
"1962","1962",33722,"Orden"
"1963","1963",232841,"Orden"
"1964","1964",9709,"Orden"
"1965","1965",125156,"Orden"
"1966","1966",132552,"Orden"
"1967","1967",23157,"Orden"
"1968","1968",185110,"Orden"
"1969","1969",234826,"Orden"
"1970","1970",88822,"Orden"
"1971","1971",16530,"Orden"
"1972","1972",25284,"Orden"
"1973","1973",28652,"Orden"
"1974","1974",141925,"Orden"
"1975","1975",171495,"Orden"
"1976","1976",183709,"Orden"
"1977","1977",82131,"Orden"
"1978","1978",126287,"Orden"
"1979","1979",153368,"Orden"
"1980","1980",231706,"Orden"
"1981","1981",166627,"Orden"
"1982","1982",223189,"Orden"
"1983","1983",10325,"Orden"
"1984","1984",52616,"Orden"
"1985","1985",191138,"Orden"
"1986","1986",170443,"Orden"
"1987","1987",115454,"Orden"
"1988","1988",96009,"Orden"
"1989","1989",19582,"Orden"
"1990","1990",221994,"Orden"
"1991","1991",48061,"Orden"
"1992","1992",18812,"Orden"
"1993","1993",34924,"Orden"
"1994","1994",109162,"Orden"
"1995","1995",137246,"Orden"
"1996","1996",36393,"Orden"
"1997","1997",197369,"Orden"
"1998","1998",138022,"Orden"
"1999","1999",130561,"Orden"
"2000","2000",109857,"Orden"
"2001","2001",186479,"Orden"
"2002","2002",174322,"Orden"
"2003","2003",31119,"Orden"
"2004","2004",56435,"Orden"
"2005","2005",100140,"Orden"
"2006","2006",113198,"Orden"
"2007","2007",21808,"Orden"
"2008","2008",40868,"Orden"
"2009","2009",8645,"Orden"
"2010","2010",197224,"Orden"
"2011","2011",160907,"Orden"
"2012","2012",100247,"Orden"
"2013","2013",122746,"Orden"
"2014","2014",45887,"Orden"
"2015","2015",82753,"Orden"
"2016","2016",99924,"Orden"
"2017","2017",150397,"Orden"
"2018","2018",28626,"Orden"
"2019","2019",39052,"Orden"
"2020","2020",148864,"Orden"
"2021","2021",212345,"Orden"
"2022","2022",188459,"Orden"
"2023","2023",200963,"Orden"
"2024","2024",62502,"Orden"
"2025","2025",150851,"Orden"
"2026","2026",65859,"Orden"
"2027","2027",208772,"Orden"
"2028","2028",67992,"Orden"
"2029","2029",70407,"Orden"
"2030","2030",147688,"Orden"
"2031","2031",113415,"Orden"
"2032","2032",964,"Orden"
"2033","2033",246252,"Orden"
"2034","2034",32922,"Orden"
"2035","2035",89682,"Orden"
"2036","2036",37210,"Orden"
"2037","2037",217897,"Orden"
"2038","2038",186103,"Orden"
"2039","2039",93964,"Orden"
"2040","2040",40839,"Orden"
"2041","2041",200116,"Orden"
"2042","2042",209327,"Orden"
"2043","2043",7436,"Orden"
"2044","2044",6138,"Orden"
"2045","2045",224644,"Orden"
"2046","2046",35192,"Orden"
"2047","2047",145857,"Orden"
"2048","2048",218572,"Orden"
"2049","2049",43742,"Orden"
"2050","2050",142581,"Orden"
"2051","2051",93345,"Orden"
"2052","2052",121764,"Orden"
"2053","2053",195831,"Orden"
"2054","2054",183399,"Orden"
"2055","2055",168594,"Orden"
"2056","2056",44133,"Orden"
"2057","2057",130841,"Orden"
"2058","2058",155857,"Orden"
"2059","2059",44960,"Orden"
"2060","2060",122833,"Orden"
"2061","2061",155617,"Orden"
"2062","2062",27496,"Orden"
"2063","2063",27231,"Orden"
"2064","2064",155147,"Orden"
"2065","2065",129462,"Orden"
"2066","2066",167983,"Orden"
"2067","2067",114383,"Orden"
"2068","2068",122874,"Orden"
"2069","2069",174512,"Orden"
"2070","2070",20222,"Orden"
"2071","2071",47482,"Orden"
"2072","2072",212311,"Orden"
"2073","2073",22900,"Orden"
"2074","2074",109299,"Orden"
"2075","2075",175010,"Orden"
"2076","2076",173827,"Orden"
"2077","2077",245053,"Orden"
"2078","2078",41547,"Orden"
"2079","2079",28207,"Orden"
"2080","2080",232718,"Orden"
"2081","2081",70248,"Orden"
"2082","2082",163574,"Orden"
"2083","2083",67554,"Orden"
"2084","2084",166594,"Orden"
"2085","2085",75709,"Orden"
"2086","2086",45586,"Orden"
"2087","2087",134937,"Orden"
"2088","2088",196630,"Orden"
"2089","2089",167468,"Orden"
"2090","2090",30873,"Orden"
"2091","2091",117761,"Orden"
"2092","2092",139305,"Orden"
"2093","2093",158534,"Orden"
"2094","2094",11844,"Orden"
"2095","2095",202272,"Orden"
"2096","2096",233119,"Orden"
"2097","2097",70923,"Orden"
"2098","2098",53282,"Orden"
"2099","2099",57569,"Orden"
"2100","2100",133747,"Orden"
"2101","2101",37400,"Orden"
"2102","2102",242538,"Orden"
"2103","2103",74586,"Orden"
"2104","2104",146490,"Orden"
"2105","2105",249185,"Orden"
"2106","2106",129127,"Orden"
"2107","2107",51680,"Orden"
"2108","2108",32663,"Orden"
"2109","2109",59518,"Orden"
"2110","2110",158650,"Orden"
"2111","2111",175479,"Orden"
"2112","2112",128934,"Orden"
"2113","2113",100385,"Orden"
"2114","2114",205266,"Orden"
"2115","2115",186070,"Orden"
"2116","2116",198466,"Orden"
"2117","2117",2278,"Orden"
"2118","2118",178609,"Orden"
"2119","2119",52858,"Orden"
"2120","2120",96533,"Orden"
"2121","2121",159789,"Orden"
"2122","2122",44330,"Orden"
"2123","2123",31639,"Orden"
"2124","2124",34120,"Orden"
"2125","2125",102214,"Orden"
"2126","2126",34919,"Orden"
"2127","2127",14046,"Orden"
"2128","2128",58129,"Orden"
"2129","2129",7510,"Orden"
"2130","2130",32386,"Orden"
"2131","2131",87816,"Orden"
"2132","2132",66107,"Orden"
"2133","2133",196700,"Orden"
"2134","2134",28425,"Orden"
"2135","2135",163544,"Orden"
"2136","2136",142984,"Orden"
"2137","2137",28472,"Orden"
"2138","2138",196996,"Orden"
"2139","2139",722,"Orden"
"2140","2140",228345,"Orden"
"2141","2141",180234,"Orden"
"2142","2142",96188,"Orden"
"2143","2143",22431,"Orden"
"2144","2144",191570,"Orden"
"2145","2145",29355,"Orden"
"2146","2146",237046,"Orden"
"2147","2147",30505,"Orden"
"2148","2148",40535,"Orden"
"2149","2149",178591,"Orden"
"2150","2150",227216,"Orden"
"2151","2151",15046,"Orden"
"2152","2152",154987,"Orden"
"2153","2153",120169,"Orden"
"2154","2154",133520,"Orden"
"2155","2155",197777,"Orden"
"2156","2156",54965,"Orden"
"2157","2157",65616,"Orden"
"2158","2158",164915,"Orden"
"2159","2159",25790,"Orden"
"2160","2160",102078,"Orden"
"2161","2161",157711,"Orden"
"2162","2162",44304,"Orden"
"2163","2163",22993,"Orden"
"2164","2164",22860,"Orden"
"2165","2165",61198,"Orden"
"2166","2166",223032,"Orden"
"2167","2167",216243,"Orden"
"2168","2168",81965,"Orden"
"2169","2169",50170,"Orden"
"2170","2170",235922,"Orden"
"2171","2171",125551,"Orden"
"2172","2172",216199,"Orden"
"2173","2173",135495,"Orden"
"2174","2174",119197,"Orden"
"2175","2175",95634,"Orden"
"2176","2176",39953,"Orden"
"2177","2177",207647,"Orden"
"2178","2178",89786,"Orden"
"2179","2179",134330,"Orden"
"2180","2180",247344,"Orden"
"2181","2181",132725,"Orden"
"2182","2182",226250,"Orden"
"2183","2183",122638,"Orden"
"2184","2184",28898,"Orden"
"2185","2185",59828,"Orden"
"2186","2186",208713,"Orden"
"2187","2187",58794,"Orden"
"2188","2188",207082,"Orden"
"2189","2189",132414,"Orden"
"2190","2190",230168,"Orden"
"2191","2191",32501,"Orden"
"2192","2192",239625,"Orden"
"2193","2193",119048,"Orden"
"2194","2194",23223,"Orden"
"2195","2195",240979,"Orden"
"2196","2196",227323,"Orden"
"2197","2197",160235,"Orden"
"2198","2198",24017,"Orden"
"2199","2199",108026,"Orden"
"2200","2200",198520,"Orden"
"2201","2201",159064,"Orden"
"2202","2202",36339,"Orden"
"2203","2203",104284,"Orden"
"2204","2204",95703,"Orden"
"2205","2205",190659,"Orden"
"2206","2206",150738,"Orden"
"2207","2207",145941,"Orden"
"2208","2208",57400,"Orden"
"2209","2209",218807,"Orden"
"2210","2210",12566,"Orden"
"2211","2211",8784,"Orden"
"2212","2212",208774,"Orden"
"2213","2213",5268,"Orden"
"2214","2214",55038,"Orden"
"2215","2215",184876,"Orden"
"2216","2216",103877,"Orden"
"2217","2217",237354,"Orden"
"2218","2218",236663,"Orden"
"2219","2219",124277,"Orden"
"2220","2220",151169,"Orden"
"2221","2221",84907,"Orden"
"2222","2222",249172,"Orden"
"2223","2223",23613,"Orden"
"2224","2224",42658,"Orden"
"2225","2225",128608,"Orden"
"2226","2226",179865,"Orden"
"2227","2227",142613,"Orden"
"2228","2228",155628,"Orden"
"2229","2229",239674,"Orden"
"2230","2230",188179,"Orden"
"2231","2231",17317,"Orden"
"2232","2232",142356,"Orden"
"2233","2233",74910,"Orden"
"2234","2234",155589,"Orden"
"2235","2235",121514,"Orden"
"2236","2236",191724,"Orden"
"2237","2237",62352,"Orden"
"2238","2238",224084,"Orden"
"2239","2239",108154,"Orden"
"2240","2240",111134,"Orden"
"2241","2241",44392,"Orden"
"2242","2242",188624,"Orden"
"2243","2243",148125,"Orden"
"2244","2244",205339,"Orden"
"2245","2245",101141,"Orden"
"2246","2246",122078,"Orden"
"2247","2247",208752,"Orden"
"2248","2248",196787,"Orden"
"2249","2249",180312,"Orden"
"2250","2250",194210,"Orden"
"2251","2251",215483,"Orden"
"2252","2252",205157,"Orden"
"2253","2253",235713,"Orden"
"2254","2254",135822,"Orden"
"2255","2255",117232,"Orden"
"2256","2256",218699,"Orden"
"2257","2257",90200,"Orden"
"2258","2258",204847,"Orden"
"2259","2259",71329,"Orden"
"2260","2260",160461,"Orden"
"2261","2261",74315,"Orden"
"2262","2262",100396,"Orden"
"2263","2263",121198,"Orden"
"2264","2264",248621,"Orden"
"2265","2265",4595,"Orden"
"2266","2266",206267,"Orden"
"2267","2267",221187,"Orden"
"2268","2268",228447,"Orden"
"2269","2269",172681,"Orden"
"2270","2270",240013,"Orden"
"2271","2271",102571,"Orden"
"2272","2272",212608,"Orden"
"2273","2273",210068,"Orden"
"2274","2274",153727,"Orden"
"2275","2275",13409,"Orden"
"2276","2276",49954,"Orden"
"2277","2277",203832,"Orden"
"2278","2278",106321,"Orden"
"2279","2279",60021,"Orden"
"2280","2280",39475,"Orden"
"2281","2281",65862,"Orden"
"2282","2282",137649,"Orden"
"2283","2283",200384,"Orden"
"2284","2284",15225,"Orden"
"2285","2285",42147,"Orden"
"2286","2286",197219,"Orden"
"2287","2287",150217,"Orden"
"2288","2288",40463,"Orden"
"2289","2289",224433,"Orden"
"2290","2290",167670,"Orden"
"2291","2291",235802,"Orden"
"2292","2292",137004,"Orden"
"2293","2293",13118,"Orden"
"2294","2294",16079,"Orden"
"2295","2295",146878,"Orden"
"2296","2296",33376,"Orden"
"2297","2297",178290,"Orden"
"2298","2298",210038,"Orden"
"2299","2299",13786,"Orden"
"2300","2300",149914,"Orden"
"2301","2301",42185,"Orden"
"2302","2302",6891,"Orden"
"2303","2303",5471,"Orden"
"2304","2304",38303,"Orden"
"2305","2305",24902,"Orden"
"2306","2306",238969,"Orden"
"2307","2307",76986,"Orden"
"2308","2308",48920,"Orden"
"2309","2309",196713,"Orden"
"2310","2310",177728,"Orden"
"2311","2311",18073,"Orden"
"2312","2312",107074,"Orden"
"2313","2313",116395,"Orden"
"2314","2314",180099,"Orden"
"2315","2315",45119,"Orden"
"2316","2316",24794,"Orden"
"2317","2317",109833,"Orden"
"2318","2318",224055,"Orden"
"2319","2319",37070,"Orden"
"2320","2320",144317,"Orden"
"2321","2321",39631,"Orden"
"2322","2322",181583,"Orden"
"2323","2323",95155,"Orden"
"2324","2324",124807,"Orden"
"2325","2325",204279,"Orden"
"2326","2326",214512,"Orden"
"2327","2327",4639,"Orden"
"2328","2328",37045,"Orden"
"2329","2329",98251,"Orden"
"2330","2330",67162,"Orden"
"2331","2331",205949,"Orden"
"2332","2332",21070,"Orden"
"2333","2333",161091,"Orden"
"2334","2334",146970,"Orden"
"2335","2335",45063,"Orden"
"2336","2336",149070,"Orden"
"2337","2337",83574,"Orden"
"2338","2338",130490,"Orden"
"2339","2339",203324,"Orden"
"2340","2340",136998,"Orden"
"2341","2341",110266,"Orden"
"2342","2342",182917,"Orden"
"2343","2343",86061,"Orden"
"2344","2344",42632,"Orden"
"2345","2345",199777,"Orden"
"2346","2346",104553,"Orden"
"2347","2347",28402,"Orden"
"2348","2348",88571,"Orden"
"2349","2349",223001,"Orden"
"2350","2350",113914,"Orden"
"2351","2351",36181,"Orden"
"2352","2352",187077,"Orden"
"2353","2353",159397,"Orden"
"2354","2354",218535,"Orden"
"2355","2355",66139,"Orden"
"2356","2356",209398,"Orden"
"2357","2357",211595,"Orden"
"2358","2358",67962,"Orden"
"2359","2359",231203,"Orden"
"2360","2360",207210,"Orden"
"2361","2361",100843,"Orden"
"2362","2362",159317,"Orden"
"2363","2363",237897,"Orden"
"2364","2364",89156,"Orden"
"2365","2365",19997,"Orden"
"2366","2366",149152,"Orden"
"2367","2367",139129,"Orden"
"2368","2368",53025,"Orden"
"2369","2369",12187,"Orden"
"2370","2370",100631,"Orden"
"2371","2371",228391,"Orden"
"2372","2372",121676,"Orden"
"2373","2373",230242,"Orden"
"2374","2374",26964,"Orden"
"2375","2375",233913,"Orden"
"2376","2376",154422,"Orden"
"2377","2377",171383,"Orden"
"2378","2378",231518,"Orden"
"2379","2379",90842,"Orden"
"2380","2380",216272,"Orden"
"2381","2381",244579,"Orden"
"2382","2382",49108,"Orden"
"2383","2383",32856,"Orden"
"2384","2384",122538,"Orden"
"2385","2385",123496,"Orden"
"2386","2386",193075,"Orden"
"2387","2387",176967,"Orden"
"2388","2388",205573,"Orden"
"2389","2389",233145,"Orden"
"2390","2390",136935,"Orden"
"2391","2391",5731,"Orden"
"2392","2392",241634,"Orden"
"2393","2393",170624,"Orden"
"2394","2394",112406,"Orden"
"2395","2395",210403,"Orden"
"2396","2396",70617,"Orden"
"2397","2397",236084,"Orden"
"2398","2398",105669,"Orden"
"2399","2399",197130,"Orden"
"2400","2400",162558,"Orden"
"2401","2401",135445,"Orden"
"2402","2402",120682,"Orden"
"2403","2403",245031,"Orden"
"2404","2404",224967,"Orden"
"2405","2405",142503,"Orden"
"2406","2406",92353,"Orden"
"2407","2407",80647,"Orden"
"2408","2408",33166,"Orden"
"2409","2409",56007,"Orden"
"2410","2410",151375,"Orden"
"2411","2411",83371,"Orden"
"2412","2412",41351,"Orden"
"2413","2413",134509,"Orden"
"2414","2414",140219,"Orden"
"2415","2415",98749,"Orden"
"2416","2416",6081,"Orden"
"2417","2417",162473,"Orden"
"2418","2418",10838,"Orden"
"2419","2419",215301,"Orden"
"2420","2420",193188,"Orden"
"2421","2421",182540,"Orden"
"2422","2422",110452,"Orden"
"2423","2423",193972,"Orden"
"2424","2424",66528,"Orden"
"2425","2425",75232,"Orden"
"2426","2426",196155,"Orden"
"2427","2427",232971,"Orden"
"2428","2428",90482,"Orden"
"2429","2429",70104,"Orden"
"2430","2430",90630,"Orden"
"2431","2431",119389,"Orden"
"2432","2432",154858,"Orden"
"2433","2433",180942,"Orden"
"2434","2434",199772,"Orden"
"2435","2435",155088,"Orden"
"2436","2436",99225,"Orden"
"2437","2437",44291,"Orden"
"2438","2438",38985,"Orden"
"2439","2439",237161,"Orden"
"2440","2440",207621,"Orden"
"2441","2441",76279,"Orden"
"2442","2442",11798,"Orden"
"2443","2443",101538,"Orden"
"2444","2444",127012,"Orden"
"2445","2445",184796,"Orden"
"2446","2446",26185,"Orden"
"2447","2447",193079,"Orden"
"2448","2448",101691,"Orden"
"2449","2449",50664,"Orden"
"2450","2450",188480,"Orden"
"2451","2451",15667,"Orden"
"2452","2452",207636,"Orden"
"2453","2453",87847,"Orden"
"2454","2454",228223,"Orden"
"2455","2455",183320,"Orden"
"2456","2456",133683,"Orden"
"2457","2457",63591,"Orden"
"2458","2458",100774,"Orden"
"2459","2459",152924,"Orden"
"2460","2460",205244,"Orden"
"2461","2461",16142,"Orden"
"2462","2462",82187,"Orden"
"2463","2463",7237,"Orden"
"2464","2464",47206,"Orden"
"2465","2465",69978,"Orden"
"2466","2466",145543,"Orden"
"2467","2467",63535,"Orden"
"2468","2468",55773,"Orden"
"2469","2469",199707,"Orden"
"2470","2470",217386,"Orden"
"2471","2471",115082,"Orden"
"2472","2472",53266,"Orden"
"2473","2473",81087,"Orden"
"2474","2474",21633,"Orden"
"2475","2475",11925,"Orden"
"2476","2476",165972,"Orden"
"2477","2477",161753,"Orden"
"2478","2478",53957,"Orden"
"2479","2479",164089,"Orden"
"2480","2480",244762,"Orden"
"2481","2481",197891,"Orden"
"2482","2482",31095,"Orden"
"2483","2483",241277,"Orden"
"2484","2484",148940,"Orden"
"2485","2485",23507,"Orden"
"2486","2486",75042,"Orden"
"2487","2487",90197,"Orden"
"2488","2488",220138,"Orden"
"2489","2489",60143,"Orden"
"2490","2490",204373,"Orden"
"2491","2491",21169,"Orden"
"2492","2492",119533,"Orden"
"2493","2493",19339,"Orden"
"2494","2494",147009,"Orden"
"2495","2495",187011,"Orden"
"2496","2496",39102,"Orden"
"2497","2497",105442,"Orden"
"2498","2498",219844,"Orden"
"2499","2499",218887,"Orden"
"2500","2500",9782,"Orden"
"2501","2501",195622,"Orden"
"2502","2502",58415,"Orden"
"2503","2503",139943,"Orden"
"2504","2504",110724,"Orden"
"2505","2505",182676,"Orden"
"2506","2506",109868,"Orden"
"2507","2507",101457,"Orden"
"2508","2508",32946,"Orden"
"2509","2509",140272,"Orden"
"2510","2510",184477,"Orden"
"2511","2511",82517,"Orden"
"2512","2512",221863,"Orden"
"2513","2513",245043,"Orden"
"2514","2514",165665,"Orden"
"2515","2515",34013,"Orden"
"2516","2516",56365,"Orden"
"2517","2517",159091,"Orden"
"2518","2518",61505,"Orden"
"2519","2519",186318,"Orden"
"2520","2520",235908,"Orden"
"2521","2521",167743,"Orden"
"2522","2522",172086,"Orden"
"2523","2523",72986,"Orden"
"2524","2524",51998,"Orden"
"2525","2525",105695,"Orden"
"2526","2526",230214,"Orden"
"2527","2527",176362,"Orden"
"2528","2528",151963,"Orden"
"2529","2529",97168,"Orden"
"2530","2530",19562,"Orden"
"2531","2531",94168,"Orden"
"2532","2532",36756,"Orden"
"2533","2533",238861,"Orden"
"2534","2534",246069,"Orden"
"2535","2535",10052,"Orden"
"2536","2536",43137,"Orden"
"2537","2537",17810,"Orden"
"2538","2538",189504,"Orden"
"2539","2539",165903,"Orden"
"2540","2540",198133,"Orden"
"2541","2541",95379,"Orden"
"2542","2542",29364,"Orden"
"2543","2543",220321,"Orden"
"2544","2544",139811,"Orden"
"2545","2545",111065,"Orden"
"2546","2546",245463,"Orden"
"2547","2547",200986,"Orden"
"2548","2548",246979,"Orden"
"2549","2549",60660,"Orden"
"2550","2550",144593,"Orden"
"2551","2551",54114,"Orden"
"2552","2552",227446,"Orden"
"2553","2553",229563,"Orden"
"2554","2554",215573,"Orden"
"2555","2555",248138,"Orden"
"2556","2556",165995,"Orden"
"2557","2557",167209,"Orden"
"2558","2558",75392,"Orden"
"2559","2559",215668,"Orden"
"2560","2560",1164,"Orden"
"2561","2561",152832,"Orden"
"2562","2562",138055,"Orden"
"2563","2563",219578,"Orden"
"2564","2564",36655,"Orden"
"2565","2565",60019,"Orden"
"2566","2566",243217,"Orden"
"2567","2567",228226,"Orden"
"2568","2568",177211,"Orden"
"2569","2569",121419,"Orden"
"2570","2570",11541,"Orden"
"2571","2571",235385,"Orden"
"2572","2572",76094,"Orden"
"2573","2573",119054,"Orden"
"2574","2574",117928,"Orden"
"2575","2575",164621,"Orden"
"2576","2576",104462,"Orden"
"2577","2577",238483,"Orden"
"2578","2578",112515,"Orden"
"2579","2579",50951,"Orden"
"2580","2580",2656,"Orden"
"2581","2581",231047,"Orden"
"2582","2582",117473,"Orden"
"2583","2583",138379,"Orden"
"2584","2584",212873,"Orden"
"2585","2585",22682,"Orden"
"2586","2586",84999,"Orden"
"2587","2587",128751,"Orden"
"2588","2588",84544,"Orden"
"2589","2589",215531,"Orden"
"2590","2590",226806,"Orden"
"2591","2591",117117,"Orden"
"2592","2592",105572,"Orden"
"2593","2593",24618,"Orden"
"2594","2594",171417,"Orden"
"2595","2595",47820,"Orden"
"2596","2596",219066,"Orden"
"2597","2597",49610,"Orden"
"2598","2598",75462,"Orden"
"2599","2599",94625,"Orden"
"2600","2600",116122,"Orden"
"2601","2601",118549,"Orden"
"2602","2602",166345,"Orden"
"2603","2603",244500,"Orden"
"2604","2604",142132,"Orden"
"2605","2605",156264,"Orden"
"2606","2606",248938,"Orden"
"2607","2607",43411,"Orden"
"2608","2608",97320,"Orden"
"2609","2609",143339,"Orden"
"2610","2610",87330,"Orden"
"2611","2611",82760,"Orden"
"2612","2612",237867,"Orden"
"2613","2613",83192,"Orden"
"2614","2614",114740,"Orden"
"2615","2615",186669,"Orden"
"2616","2616",155741,"Orden"
"2617","2617",177526,"Orden"
"2618","2618",39000,"Orden"
"2619","2619",141785,"Orden"
"2620","2620",66501,"Orden"
"2621","2621",187427,"Orden"
"2622","2622",213961,"Orden"
"2623","2623",33701,"Orden"
"2624","2624",110721,"Orden"
"2625","2625",196383,"Orden"
"2626","2626",201579,"Orden"
"2627","2627",65689,"Orden"
"2628","2628",50933,"Orden"
"2629","2629",181460,"Orden"
"2630","2630",220747,"Orden"
"2631","2631",75574,"Orden"
"2632","2632",35616,"Orden"
"2633","2633",198343,"Orden"
"2634","2634",206751,"Orden"
"2635","2635",95937,"Orden"
"2636","2636",88573,"Orden"
"2637","2637",134874,"Orden"
"2638","2638",131640,"Orden"
"2639","2639",246732,"Orden"
"2640","2640",18243,"Orden"
"2641","2641",153459,"Orden"
"2642","2642",42944,"Orden"
"2643","2643",224507,"Orden"
"2644","2644",160071,"Orden"
"2645","2645",58077,"Orden"
"2646","2646",247061,"Orden"
"2647","2647",149553,"Orden"
"2648","2648",122558,"Orden"
"2649","2649",137983,"Orden"
"2650","2650",4008,"Orden"
"2651","2651",162069,"Orden"
"2652","2652",47627,"Orden"
"2653","2653",120344,"Orden"
"2654","2654",170707,"Orden"
"2655","2655",115528,"Orden"
"2656","2656",210426,"Orden"
"2657","2657",208522,"Orden"
"2658","2658",237074,"Orden"
"2659","2659",229681,"Orden"
"2660","2660",236606,"Orden"
"2661","2661",218502,"Orden"
"2662","2662",67032,"Orden"
"2663","2663",179935,"Orden"
"2664","2664",193439,"Orden"
"2665","2665",162400,"Orden"
"2666","2666",150285,"Orden"
"2667","2667",243681,"Orden"
"2668","2668",30633,"Orden"
"2669","2669",186879,"Orden"
"2670","2670",56180,"Orden"
"2671","2671",32832,"Orden"
"2672","2672",223022,"Orden"
"2673","2673",109007,"Orden"
"2674","2674",100623,"Orden"
"2675","2675",40650,"Orden"
"2676","2676",63844,"Orden"
"2677","2677",239139,"Orden"
"2678","2678",76923,"Orden"
"2679","2679",67098,"Orden"
"2680","2680",176522,"Orden"
"2681","2681",28998,"Orden"
"2682","2682",95294,"Orden"
"2683","2683",52436,"Orden"
"2684","2684",51633,"Orden"
"2685","2685",94398,"Orden"
"2686","2686",174958,"Orden"
"2687","2687",132786,"Orden"
"2688","2688",182649,"Orden"
"2689","2689",221767,"Orden"
"2690","2690",173330,"Orden"
"2691","2691",87217,"Orden"
"2692","2692",190369,"Orden"
"2693","2693",183579,"Orden"
"2694","2694",238120,"Orden"
"2695","2695",68202,"Orden"
"2696","2696",119343,"Orden"
"2697","2697",156903,"Orden"
"2698","2698",213329,"Orden"
"2699","2699",144494,"Orden"
"2700","2700",213558,"Orden"
"2701","2701",78641,"Orden"
"2702","2702",204303,"Orden"
"2703","2703",18726,"Orden"
"2704","2704",230551,"Orden"
"2705","2705",150555,"Orden"
"2706","2706",190199,"Orden"
"2707","2707",246671,"Orden"
"2708","2708",145294,"Orden"
"2709","2709",53797,"Orden"
"2710","2710",242359,"Orden"
"2711","2711",107928,"Orden"
"2712","2712",207204,"Orden"
"2713","2713",182043,"Orden"
"2714","2714",242618,"Orden"
"2715","2715",149550,"Orden"
"2716","2716",47258,"Orden"
"2717","2717",6800,"Orden"
"2718","2718",217389,"Orden"
"2719","2719",105863,"Orden"
"2720","2720",93446,"Orden"
"2721","2721",57148,"Orden"
"2722","2722",8053,"Orden"
"2723","2723",163179,"Orden"
"2724","2724",144337,"Orden"
"2725","2725",52108,"Orden"
"2726","2726",18333,"Orden"
"2727","2727",213736,"Orden"
"2728","2728",234271,"Orden"
"2729","2729",46885,"Orden"
"2730","2730",42191,"Orden"
"2731","2731",4562,"Orden"
"2732","2732",248264,"Orden"
"2733","2733",234003,"Orden"
"2734","2734",211000,"Orden"
"2735","2735",205064,"Orden"
"2736","2736",205323,"Orden"
"2737","2737",167702,"Orden"
"2738","2738",65304,"Orden"
"2739","2739",146798,"Orden"
"2740","2740",58089,"Orden"
"2741","2741",63285,"Orden"
"2742","2742",230782,"Orden"
"2743","2743",126408,"Orden"
"2744","2744",20552,"Orden"
"2745","2745",74775,"Orden"
"2746","2746",57991,"Orden"
"2747","2747",180345,"Orden"
"2748","2748",68778,"Orden"
"2749","2749",134198,"Orden"
"2750","2750",136890,"Orden"
"2751","2751",156658,"Orden"
"2752","2752",172796,"Orden"
"2753","2753",53540,"Orden"
"2754","2754",216809,"Orden"
"2755","2755",118271,"Orden"
"2756","2756",211282,"Orden"
"2757","2757",230665,"Orden"
"2758","2758",20888,"Orden"
