"","id_cliente","fecha","pgo_tot","tipo_cliente"
"13632","13633",2020-12-09,177.25,"Empleado"
"13633","13634",2020-12-02,200,"Cliente nivel 1"
"13634","13635",2020-12-07,200,"Cliente nivel 1"
"13635","13636",2020-12-12,250,"Cliente nivel 1"
"13636","13637",2020-12-22,300,"Cliente nivel 1"
"13637","13638",2020-12-28,200,"Cliente nivel 1"
"13638","13639",2020-12-07,300,"Cliente nivel 1"
"13639","13640",2020-12-13,901,"Cliente nivel 1"
"13640","13641",2020-12-20,1233,"Cliente nivel 1"
"13641","13642",2020-12-28,300,"Cliente nivel 1"
"13642","13643",2020-12-23,28.62,"Empleado"
"13643","13644",2020-12-29,151.37,"Empleado"
"13644","13645",2020-12-15,1236.98,"Cliente nivel 1"
"13645","13646",2020-12-07,400,"Cliente nivel 1"
"13646","13647",2020-12-13,1076.77,"Cliente nivel 1"
"13647","13648",2020-12-18,0.23,"Cliente nivel 1"
"13648","13649",2020-12-26,551,"Cliente nivel 1"
"13649","13650",2020-12-10,900,"Cliente nivel 1"
"13650","13651",2020-12-21,1605,"Cliente nivel 1"
"13651","13652",2020-12-28,400,"Cliente nivel 1"
"13652","13653",2020-12-06,150,"Cliente nivel 1"
"13653","13654",2020-12-10,701,"Cliente nivel 1"
"13654","13655",2020-12-19,150,"Cliente nivel 1"
"13655","13656",2020-12-25,150,"Cliente nivel 1"
"13656","13657",2020-12-03,730,"Cliente nivel 1"
"13657","13658",2020-12-09,500,"Cliente nivel 1"
"13658","13659",2020-12-16,500,"Cliente nivel 1"
"13659","13660",2020-12-23,930,"Cliente nivel 1"
"13660","13661",2020-12-01,178,"Cliente nivel 1"
"13661","13662",2020-12-07,160,"Cliente nivel 1"
"13662","13663",2020-12-15,160,"Cliente nivel 1"
"13663","13664",2020-12-22,160,"Cliente nivel 1"
"13664","13665",2020-12-03,3654,"Cliente nivel 1"
"13665","13666",2020-12-10,3065.19,"Cliente nivel 1"
"13666","13667",2020-12-23,3654,"Cliente nivel 1"
"13667","13668",2020-12-04,245.75,"Cliente nivel 1"
"13668","13669",2020-12-19,402.26,"Cliente nivel 1"
"13669","13670",2020-12-23,500,"Cliente nivel 1"
"13670","13671",2020-12-05,423.45,"Cliente nivel 1"
"13671","13672",2020-12-07,0.55,"Cliente nivel 1"
"13672","13673",2020-12-19,120,"Cliente nivel 1"
"13673","13674",2020-12-05,300,"Cliente nivel 1"
"13674","13675",2020-12-12,300,"Cliente nivel 1"
"13675","13676",2020-12-26,615.02,"Cliente nivel 1"
"13676","13677",2020-12-18,149.13,"Cliente nivel 1"
"13677","13678",2020-12-03,379,"Cliente nivel 1"
"13678","13679",2020-12-22,1450,"Cliente nivel 1"
"13679","13680",2020-12-07,350,"Cliente nivel 1"
"13680","13681",2020-12-14,329,"Cliente nivel 1"
"13681","13682",2020-12-07,1050,"Cliente nivel 1"
"13682","13683",2020-12-11,522,"Cliente nivel 1"
"13683","13684",2020-12-26,1000,"Cliente nivel 1"
"13684","13685",2020-12-01,300,"Cliente nivel 1"
"13685","13686",2020-12-07,301,"Cliente nivel 1"
"13686","13687",2020-12-14,212,"Cliente nivel 1"
"13687","13688",2020-12-13,99,"Cliente nivel 1"
"13688","13689",2020-12-20,262.5,"Cliente nivel 1"
"13689","13690",2020-12-27,262.5,"Cliente nivel 1"
"13690","13691",2020-12-01,1734.9,"Cliente nivel 1"
"13691","13692",2020-12-09,1750,"Cliente nivel 1"
"13692","13693",2020-12-16,1721,"Cliente nivel 1"
"13693","13694",2020-12-09,459.45,"Empleado"
"13694","13695",2020-12-17,117,"Empleado"
"13695","13696",2020-12-05,678,"Cliente nivel 1"
"13696","13697",2020-12-03,143.5,"Cliente nivel 1"
"13697","13698",2020-12-10,143.5,"Cliente nivel 1"
"13698","13699",2020-12-04,270,"Cliente nivel 1"
"13699","13700",2020-12-06,780,"Cliente nivel 1"
"13700","13701",2020-12-17,300,"Cliente nivel 1"
"13701","13702",2020-12-20,750.92,"Cliente nivel 1"
"13702","13703",2020-12-16,2173.29,"Cliente nivel 1"
"13703","13704",2020-12-04,0.16,"Cliente nivel 1"
"13704","13705",2020-12-13,860,"Cliente nivel 1"
"13705","13706",2020-12-04,1124,"Cliente nivel 1"
"13706","13707",2020-12-11,350,"Cliente nivel 1"
"13707","13708",2020-12-13,1047,"Cliente nivel 1"
"13708","13709",2020-12-02,1970,"Cliente nivel 1"
"13709","13710",2020-12-08,301.08,"Cliente nivel 1"
"13710","13711",2020-12-02,300,"Cliente nivel 1"
"13711","13712",2020-12-13,678,"Cliente nivel 1"
"13712","13713",2020-12-06,200,"Cliente nivel 1"
"13713","13714",2020-12-12,1400,"Cliente nivel 1"
"13714","13715",2020-12-21,400,"Cliente nivel 1"
"13715","13716",2020-12-01,300,"Cliente nivel 1"
"13716","13717",2020-12-08,318,"Cliente nivel 1"
"13717","13718",2020-12-15,300,"Cliente nivel 1"
"13718","13719",2020-12-01,178.14,"Empleado"
"13719","13720",2020-12-08,178.14,"Empleado"
"13720","13721",2020-12-15,504.14,"Empleado"
"13721","13722",2020-12-22,118.19,"Empleado"
"13722","13723",2020-12-29,186.06,"Empleado"
"13723","13724",2020-12-13,1450,"Cliente nivel 1"
"13724","13725",2020-12-12,600.96,"Cliente nivel 1"
"13725","13726",2020-12-01,91,"Empleado"
"13726","13727",2020-12-08,91,"Empleado"
"13727","13728",2020-12-15,91,"Empleado"
"13728","13729",2020-12-22,91,"Empleado"
"13729","13730",2020-12-29,91,"Empleado"
"13730","13731",2020-12-05,420,"Cliente nivel 1"
"13731","13732",2020-12-13,450,"Cliente nivel 1"
"13732","13733",2020-12-19,587.19,"Cliente nivel 1"
"13733","13734",2020-12-02,800,"Cliente nivel 1"
"13734","13735",2020-12-08,2200,"Cliente nivel 1"
"13735","13736",2020-12-12,2200,"Cliente nivel 1"
"13736","13737",2020-12-17,800,"Cliente nivel 1"
"13737","13738",2020-12-01,96.03,"Empleado"
"13738","13739",2020-12-08,96.03,"Empleado"
"13739","13740",2020-12-15,96.03,"Empleado"
"13740","13741",2020-12-22,96.03,"Empleado"
"13741","13742",2020-12-29,96.03,"Empleado"
"13742","13743",2020-12-05,101,"Cliente nivel 1"
"13743","13744",2020-12-14,300,"Cliente nivel 1"
"13744","13745",2020-12-24,500,"Cliente nivel 1"
"13745","13746",2020-12-04,400,"Cliente nivel 1"
"13746","13747",2020-12-04,775,"Cliente nivel 1"
"13747","13748",2020-12-11,775,"Cliente nivel 1"
"13748","13749",2020-12-15,1550,"Cliente nivel 1"
"13749","13750",2020-12-22,875,"Cliente nivel 1"
"13750","13751",2020-12-20,1000,"Cliente nivel 1"
"13751","13752",2020-12-28,2046.51,"Cliente nivel 1"
"13752","13753",2020-12-02,560.45,"Cliente nivel 1"
"13753","13754",2020-12-13,9.55,"Cliente nivel 1"
"13754","13755",2020-12-20,1341,"Cliente nivel 1"
"13755","13756",2020-12-27,400,"Cliente nivel 1"
"13756","13757",2020-12-02,350,"Cliente nivel 1"
"13757","13758",2020-12-04,994.66,"Cliente nivel 1"
"13758","13759",2020-12-11,500,"Cliente nivel 1"
"13759","13760",2020-12-26,1414.09,"Cliente nivel 1"
"13760","13761",2020-12-02,157.09,"Cliente nivel 1"
"13761","13762",2020-12-09,158,"Cliente nivel 1"
"13762","13763",2020-12-16,157.09,"Cliente nivel 1"
"13763","13764",2020-12-27,157.09,"Cliente nivel 1"
"13764","13765",2020-12-05,590.86,"Cliente nivel 1"
"13765","13766",2020-12-11,1000,"Cliente nivel 1"
"13766","13767",2020-12-17,506,"Cliente nivel 1"
"13767","13768",2020-12-02,7150,"Cliente nivel 1"
"13768","13769",2020-12-11,7155.95,"Cliente nivel 1"
"13769","13770",2020-12-18,7150,"Cliente nivel 1"
"13770","13771",2020-12-19,3801.66,"Cliente nivel 1"
"13771","13772",2020-12-13,500,"Cliente nivel 1"
"13772","13773",2020-12-09,769,"Cliente nivel 1"
"13773","13774",2020-12-16,1150,"Cliente nivel 1"
"13774","13775",2020-12-11,180,"Cliente nivel 1"
"13775","13776",2020-12-13,110,"Cliente nivel 1"
"13776","13777",2020-12-18,180,"Cliente nivel 1"
"13777","13778",2020-12-20,110,"Cliente nivel 1"
"13778","13779",2020-12-06,300,"Cliente nivel 1"
"13779","13780",2020-12-13,300,"Cliente nivel 1"
"13780","13781",2020-12-20,300,"Cliente nivel 1"
"13781","13782",2020-12-28,300,"Cliente nivel 1"
"13782","13783",2020-12-09,411.36,"Cliente nivel 1"
"13783","13784",2020-12-15,0.64,"Cliente nivel 1"
"13784","13785",2020-12-17,616,"Cliente nivel 1"
"13785","13786",2020-12-18,99,"Cliente nivel 1"
"13786","13787",2020-12-22,500,"Cliente nivel 1"
"13787","13788",2020-12-01,153.9,"Empleado"
"13788","13789",2020-12-08,153.9,"Empleado"
"13789","13790",2020-12-15,153.9,"Empleado"
"13790","13791",2020-12-22,182.47,"Empleado"
"13791","13792",2020-12-29,182.39,"Empleado"
"13792","13793",2020-12-07,1351,"Cliente nivel 1"
"13793","13794",2020-12-21,472,"Cliente nivel 1"
"13794","13795",2020-12-01,1400,"Cliente nivel 1"
"13795","13796",2020-12-08,1193,"Cliente nivel 1"
"13796","13797",2020-12-03,500,"Cliente nivel 1"
"13797","13798",2020-12-14,615.83,"Cliente nivel 1"
"13798","13799",2020-12-01,150,"Cliente nivel 1"
"13799","13800",2020-12-05,100,"Cliente nivel 1"
"13800","13801",2020-12-14,148.4,"Cliente nivel 1"
"13801","13802",2020-12-02,996,"Cliente nivel 1"
"13802","13803",2020-12-08,920.96,"Cliente nivel 1"
"13803","13804",2020-12-09,502,"Cliente nivel 1"
"13804","13805",2020-12-10,1538,"Cliente nivel 1"
"13805","13806",2020-12-11,2589,"Cliente nivel 1"
"13806","13807",2020-12-14,889,"Cliente nivel 1"
"13807","13808",2020-12-18,1858,"Cliente nivel 1"
"13808","13809",2020-12-20,1371,"Cliente nivel 1"
"13809","13810",2020-12-03,500,"Cliente nivel 1"
"13810","13811",2020-12-10,500,"Cliente nivel 1"
"13811","13812",2020-12-17,250,"Cliente nivel 1"
"13812","13813",2020-12-24,250,"Cliente nivel 1"
"13813","13814",2020-12-04,200,"Cliente nivel 1"
"13814","13815",2020-12-11,200,"Cliente nivel 1"
"13815","13816",2020-12-21,200,"Cliente nivel 1"
"13816","13817",2020-12-04,1395.05,"Cliente nivel 1"
"13817","13818",2020-12-08,94.95,"Cliente nivel 1"
"13818","13819",2020-12-09,495,"Cliente nivel 1"
"13819","13820",2020-12-18,3252,"Cliente nivel 1"
"13820","13821",2020-12-02,150,"Cliente nivel 1"
"13821","13822",2020-12-07,160,"Cliente nivel 1"
"13822","13823",2020-12-13,150,"Cliente nivel 1"
"13823","13824",2020-12-26,301,"Cliente nivel 1"
"13824","13825",2020-12-01,400,"Cliente nivel 1"
"13825","13826",2020-12-15,976,"Cliente nivel 1"
"13826","13827",2020-12-21,400,"Cliente nivel 1"
"13827","13828",2020-12-06,400,"Cliente nivel 1"
"13828","13829",2020-12-11,799.43,"Cliente nivel 1"
"13829","13830",2020-12-13,0.57,"Cliente nivel 1"
"13830","13831",2020-12-20,200,"Cliente nivel 1"
"13831","13832",2020-12-27,200,"Cliente nivel 1"
"13832","13833",2020-12-07,0.41,"Cliente nivel 1"
"13833","13834",2020-12-21,500,"Cliente nivel 1"
"13834","13835",2020-12-06,150,"Cliente nivel 1"
"13835","13836",2020-12-08,638,"Cliente nivel 1"
"13836","13837",2020-12-15,160,"Cliente nivel 1"
"13837","13838",2020-12-21,150,"Cliente nivel 1"
"13838","13839",2020-12-27,150,"Cliente nivel 1"
"13839","13840",2020-12-04,701,"Cliente nivel 1"
"13840","13841",2020-12-13,500,"Cliente nivel 1"
"13841","13842",2020-12-27,701,"Cliente nivel 1"
"13842","13843",2020-12-06,0.83,"Cliente nivel 1"
"13843","13844",2020-12-15,250,"Cliente nivel 1"
"13844","13845",2020-12-01,140.92,"Cliente nivel 1"
"13845","13846",2020-12-08,9.08,"Cliente nivel 1"
"13846","13847",2020-12-15,138,"Cliente nivel 1"
"13847","13848",2020-12-19,0.5,"Cliente nivel 1"
"13848","13849",2020-12-21,148,"Cliente nivel 1"
"13849","13850",2020-12-28,150,"Cliente nivel 1"
"13850","13851",2020-12-05,2.52,"Cliente nivel 1"
"13851","13852",2020-12-12,286.48,"Cliente nivel 1"
"13852","13853",2020-12-20,0.52,"Cliente nivel 1"
"13853","13854",2020-12-18,0.91,"Cliente nivel 1"
"13854","13855",2020-12-02,350,"Cliente nivel 1"
"13855","13856",2020-12-08,1377,"Cliente nivel 1"
"13856","13857",2020-12-15,400,"Cliente nivel 1"
"13857","13858",2020-12-21,350,"Cliente nivel 1"
"13858","13859",2020-12-27,350,"Cliente nivel 1"
"13859","13860",2020-12-05,600,"Cliente nivel 1"
"13860","13861",2020-12-20,381.91,"Cliente nivel 1"
"13861","13862",2020-12-27,200,"Cliente nivel 1"
"13862","13863",2020-12-04,350,"Cliente nivel 1"
"13863","13864",2020-12-05,537,"Cliente nivel 1"
"13864","13865",2020-12-18,660,"Cliente nivel 1"
"13865","13866",2020-12-06,581,"Cliente nivel 1"
"13866","13867",2020-12-13,137,"Cliente nivel 1"
"13867","13868",2020-12-20,136,"Cliente nivel 1"
"13868","13869",2020-12-27,150,"Cliente nivel 1"
"13869","13870",2020-12-05,632,"Cliente nivel 1"
"13870","13871",2020-12-12,891,"Cliente nivel 1"
"13871","13872",2020-12-16,400,"Cliente nivel 1"
"13872","13873",2020-12-06,249,"Cliente nivel 1"
"13873","13874",2020-12-08,408,"Cliente nivel 1"
"13874","13875",2020-12-09,1000,"Cliente nivel 1"
"13875","13876",2020-12-16,136,"Cliente nivel 1"
"13876","13877",2020-12-22,137,"Cliente nivel 1"
"13877","13878",2020-12-08,2.17,"Cliente nivel 1"
"13878","13879",2020-12-16,590,"Cliente nivel 1"
"13879","13880",2020-12-04,200,"Cliente nivel 1"
"13880","13881",2020-12-10,89,"Cliente nivel 1"
"13881","13882",2020-12-16,250,"Cliente nivel 1"
"13882","13883",2020-12-23,250,"Cliente nivel 1"
"13883","13884",2020-12-10,2776,"Empleado"
"13884","13885",2020-12-14,1658,"Empleado"
"13885","13886",2020-12-16,3701,"Empleado"
"13886","13887",2020-12-21,8910.59,"Empleado"
"13887","13888",2020-12-02,97,"Cliente nivel 1"
"13888","13889",2020-12-20,1871.96,"Cliente nivel 1"
"13889","13890",2020-12-23,8.04,"Cliente nivel 1"
"13890","13891",2020-12-09,1074,"Cliente nivel 1"
"13891","13892",2020-12-06,200,"Cliente nivel 1"
"13892","13893",2020-12-12,1198,"Cliente nivel 1"
"13893","13894",2020-12-13,1850,"Cliente nivel 1"
"13894","13895",2020-12-19,1771,"Cliente nivel 1"
"13895","13896",2020-12-20,1754,"Cliente nivel 1"
"13896","13897",2020-12-05,9.94,"Cliente nivel 1"
"13897","13898",2020-12-14,70,"Cliente nivel 1"
"13898","13899",2020-12-17,124,"Cliente nivel 1"
"13899","13900",2020-12-02,400,"Cliente nivel 1"
"13900","13901",2020-12-14,278,"Cliente nivel 1"
"13901","13902",2020-12-02,288,"Cliente nivel 1"
"13902","13903",2020-12-12,1301,"Cliente nivel 1"
"13903","13904",2020-12-15,1300,"Cliente nivel 1"
"13904","13905",2020-12-03,386.98,"Cliente nivel 1"
"13905","13906",2020-12-13,3.02,"Cliente nivel 1"
"13906","13907",2020-12-28,320,"Cliente nivel 1"
"13907","13908",2020-12-03,553,"Cliente nivel 1"
"13908","13909",2020-12-20,700,"Cliente nivel 1"
"13909","13910",2020-12-11,263.38,"Cliente nivel 1"
"13910","13911",2020-12-18,887.28,"Cliente nivel 1"
"13911","13912",2020-12-26,315.19,"Cliente nivel 1"
"13912","13913",2020-12-06,700,"Cliente nivel 1"
"13913","13914",2020-12-08,1749.48,"Cliente nivel 1"
"13914","13915",2020-12-13,550.44,"Cliente nivel 1"
"13915","13916",2020-12-11,172,"Cliente nivel 1"
"13916","13917",2020-12-17,150,"Cliente nivel 1"
"13917","13918",2020-12-05,500,"Cliente nivel 1"
"13918","13919",2020-12-27,500,"Cliente nivel 1"
"13919","13920",2020-12-19,567,"Cliente nivel 1"
"13920","13921",2020-12-01,188.3,"Empleado"
"13921","13922",2020-12-06,286,"Empleado"
"13922","13923",2020-12-08,188.38,"Empleado"
"13923","13924",2020-12-15,172.31,"Empleado"
"13924","13925",2020-12-22,223.34,"Empleado"
"13925","13926",2020-12-27,100,"Empleado"
"13926","13927",2020-12-29,223.34,"Empleado"
"13927","13928",2020-12-08,111.36,"Empleado"
"13928","13929",2020-12-15,203.68,"Empleado"
"13929","13930",2020-12-18,251,"Empleado"
"13930","13931",2020-12-22,199.35,"Empleado"
"13931","13932",2020-12-24,73,"Empleado"
"13932","13933",2020-12-29,102.34,"Empleado"
"13933","13934",2020-12-29,226.51,"Empleado"
"13934","13935",2020-12-01,162.14,"Empleado"
"13935","13936",2020-12-08,194.01,"Empleado"
"13936","13937",2020-12-15,194.01,"Empleado"
"13937","13938",2020-12-22,194.01,"Empleado"
"13938","13939",2020-12-29,194.01,"Empleado"
"13939","13940",2020-12-03,299.94,"Cliente nivel 1"
"13940","13941",2020-12-01,255.13,"Empleado"
"13941","13942",2020-12-07,934,"Empleado"
"13942","13943",2020-12-08,210.41,"Empleado"
"13943","13944",2020-12-15,131,"Empleado"
"13944","13945",2020-12-22,206.38,"Empleado"
"13945","13946",2020-12-29,206.38,"Empleado"
"13946","13947",2020-12-02,272,"Cliente nivel 1"
"13947","13948",2020-12-26,2476.68,"Cliente nivel 1"
"13948","13949",2020-12-15,859.26,"Cliente nivel 1"
"13949","13950",2020-12-05,300,"Cliente nivel 1"
"13950","13951",2020-12-12,500,"Cliente nivel 1"
"13951","13952",2020-12-27,600,"Cliente nivel 1"
"13952","13953",2020-12-13,260,"Cliente nivel 1"
"13953","13954",2020-12-28,600,"Cliente nivel 1"
"13954","13955",2020-12-07,1704,"Cliente nivel 1"
"13955","13956",2020-12-15,650,"Cliente nivel 1"
"13956","13957",2020-12-22,1000,"Cliente nivel 1"
"13957","13958",2020-12-01,0.16,"Cliente nivel 1"
"13958","13959",2020-12-05,400,"Cliente nivel 1"
"13959","13960",2020-12-12,400,"Cliente nivel 1"
"13960","13961",2020-12-19,399.8,"Cliente nivel 1"
"13961","13962",2020-12-03,0.85,"Cliente nivel 1"
"13962","13963",2020-12-13,300,"Cliente nivel 1"
"13963","13964",2020-12-22,560,"Cliente nivel 1"
"13964","13965",2020-12-11,563,"Cliente nivel 1"
"13965","13966",2020-12-17,563,"Cliente nivel 1"
"13966","13967",2020-12-25,563,"Cliente nivel 1"
"13967","13968",2020-12-10,332,"Cliente nivel 1"
"13968","13969",2020-12-16,200,"Cliente nivel 1"
"13969","13970",2020-12-26,200,"Cliente nivel 1"
"13970","13971",2020-12-07,628.84,"Cliente nivel 1"
"13971","13972",2020-12-04,300,"Cliente nivel 1"
"13972","13973",2020-12-05,250,"Cliente nivel 1"
"13973","13974",2020-12-12,300,"Cliente nivel 1"
"13974","13975",2020-12-19,300,"Cliente nivel 1"
"13975","13976",2020-12-28,250,"Cliente nivel 1"
"13976","13977",2020-12-03,100,"Cliente nivel 1"
"13977","13978",2020-12-04,100,"Cliente nivel 1"
"13978","13979",2020-12-01,2868,"Cliente nivel 1"
"13979","13980",2020-12-06,4903,"Cliente nivel 1"
"13980","13981",2020-12-17,9041.2,"Cliente nivel 1"
"13981","13982",2020-12-09,179.25,"Empleado"
"13982","13983",2020-12-18,200,"Empleado"
"13983","13984",2020-12-03,3329.42,"Cliente nivel 1"
"13984","13985",2020-12-10,1000,"Cliente nivel 1"
"13985","13986",2020-12-18,950,"Cliente nivel 1"
"13986","13987",2020-12-27,3617,"Cliente nivel 1"
"13987","13988",2020-12-05,250,"Cliente nivel 1"
"13988","13989",2020-12-19,380.04,"Cliente nivel 1"
"13989","13990",2020-12-26,300,"Cliente nivel 1"
"13990","13991",2020-12-02,2554.15,"Cliente nivel 1"
"13991","13992",2020-12-13,900,"Cliente nivel 1"
"13992","13993",2020-12-19,600,"Cliente nivel 1"
"13993","13994",2020-12-01,214,"Cliente nivel 1"
"13994","13995",2020-12-08,214,"Cliente nivel 1"
"13995","13996",2020-12-15,214,"Cliente nivel 1"
"13996","13997",2020-12-18,200,"Cliente nivel 1"
"13997","13998",2020-12-25,265,"Cliente nivel 1"
"13998","13999",2020-12-09,69.36,"Empleado"
"13999","14000",2020-12-13,1100,"Cliente nivel 1"
"14000","14001",2020-12-20,1100,"Cliente nivel 1"
"14001","14002",2020-12-28,1100,"Cliente nivel 1"
"14002","14003",2020-12-05,500,"Cliente nivel 1"
"14003","14004",2020-12-10,500,"Cliente nivel 1"
"14004","14005",2020-12-12,625,"Cliente nivel 1"
"14005","14006",2020-12-19,500,"Cliente nivel 1"
"14006","14007",2020-12-26,500,"Cliente nivel 1"
"14007","14008",2020-12-01,518,"Cliente nivel 1"
"14008","14009",2020-12-08,200,"Cliente nivel 1"
"14009","14010",2020-12-15,200,"Cliente nivel 1"
"14010","14011",2020-12-22,200,"Cliente nivel 1"
"14011","14012",2020-12-01,8590,"Cliente nivel 1"
"14012","14013",2020-12-04,8403,"Cliente nivel 1"
"14013","14014",2020-12-11,15000,"Cliente nivel 1"
"14014","14015",2020-12-15,7741,"Cliente nivel 1"
"14015","14016",2020-12-18,7259,"Cliente nivel 1"
"14016","14017",2020-12-06,130,"Cliente nivel 1"
"14017","14018",2020-12-13,130,"Cliente nivel 1"
"14018","14019",2020-12-21,140,"Cliente nivel 1"
"14019","14020",2020-12-27,130,"Cliente nivel 1"
"14020","14021",2020-12-03,1100,"Cliente nivel 1"
"14021","14022",2020-12-10,1200,"Cliente nivel 1"
"14022","14023",2020-12-17,1200,"Cliente nivel 1"
"14023","14024",2020-12-24,900,"Cliente nivel 1"
"14024","14025",2020-12-10,163,"Cliente nivel 1"
"14025","14026",2020-12-16,460.5,"Cliente nivel 1"
"14026","14027",2020-12-03,2245,"Cliente nivel 1"
"14027","14028",2020-12-08,1608,"Cliente nivel 1"
"14028","14029",2020-12-18,900,"Cliente nivel 1"
"14029","14030",2020-12-02,220,"Cliente nivel 1"
"14030","14031",2020-12-08,217,"Cliente nivel 1"
"14031","14032",2020-12-14,353,"Cliente nivel 1"
"14032","14033",2020-12-21,100,"Cliente nivel 1"
"14033","14034",2020-12-28,100,"Cliente nivel 1"
"14034","14035",2020-12-07,1056.93,"Cliente nivel 1"
"14035","14036",2020-12-14,845,"Cliente nivel 1"
"14036","14037",2020-12-23,845,"Cliente nivel 1"
"14037","14038",2020-12-28,845,"Cliente nivel 1"
"14038","14039",2020-12-05,393,"Cliente nivel 1"
"14039","14040",2020-12-12,570,"Cliente nivel 1"
"14040","14041",2020-12-19,570,"Cliente nivel 1"
"14041","14042",2020-12-26,570,"Cliente nivel 1"
"14042","14043",2020-12-09,700,"Cliente nivel 1"
"14043","14044",2020-12-18,1730,"Cliente nivel 1"
"14044","14045",2020-12-02,9460.01,"Cliente nivel 1"
"14045","14046",2020-12-09,11250,"Cliente nivel 1"
"14046","14047",2020-12-23,11250,"Cliente nivel 1"
"14047","14048",2020-12-01,1036.72,"Cliente nivel 1"
"14048","14049",2020-12-06,9.28,"Cliente nivel 1"
"14049","14050",2020-12-20,970,"Cliente nivel 1"
"14050","14051",2020-12-05,400,"Cliente nivel 1"
"14051","14052",2020-12-13,400,"Cliente nivel 1"
"14052","14053",2020-12-18,402,"Cliente nivel 1"
"14053","14054",2020-12-28,400,"Cliente nivel 1"
"14054","14055",2020-12-20,416.65,"Cliente nivel 1"
"14055","14056",2020-12-29,10.23,"Empleado"
"14056","14057",2020-12-02,186,"Empleado"
"14057","14058",2020-12-09,429.32,"Empleado"
"14058","14059",2020-12-19,2396,"Empleado"
"14059","14060",2020-12-04,256,"Cliente nivel 1"
"14060","14061",2020-12-05,727,"Cliente nivel 1"
"14061","14062",2020-12-11,482,"Cliente nivel 1"
"14062","14063",2020-12-19,483.59,"Cliente nivel 1"
"14063","14064",2020-12-03,201,"Cliente nivel 1"
"14064","14065",2020-12-10,165,"Cliente nivel 1"
"14065","14066",2020-12-09,699.53,"Empleado"
"14066","14069",2020-12-04,257.6,"Cliente nivel 1"
"14067","14070",2020-12-24,240,"Cliente nivel 1"
"14068","14071",2020-12-01,349,"Empleado"
"14069","14072",2020-12-09,545.05,"Empleado"
"14070","14073",2020-12-16,542,"Empleado"
"14071","14074",2020-12-18,158,"Empleado"
"14072","14075",2020-12-20,900,"Empleado"
"14073","14076",2020-12-20,300,"Cliente nivel 1"
"14074","14077",2020-12-26,180,"Cliente nivel 1"
"14075","14078",2020-12-27,1.4,"Cliente nivel 1"
"14076","14079",2020-12-20,287.5,"Cliente nivel 1"
"14077","14080",2020-12-28,297.5,"Cliente nivel 1"
"14078","14081",2020-12-09,592.81,"Empleado"
"14079","14082",2020-12-21,759,"Empleado"
"14080","14083",2020-12-26,787,"Empleado"
"14081","14084",2020-12-03,200,"Cliente nivel 1"
"14082","14085",2020-12-11,200,"Cliente nivel 1"
"14083","14086",2020-12-19,200,"Cliente nivel 1"
"14084","14087",2020-12-27,200,"Cliente nivel 1"
"14085","14088",2020-12-06,145,"Cliente nivel 1"
"14086","14089",2020-12-25,440,"Cliente nivel 1"
"14087","14090",2020-12-01,17.25,"Cliente nivel 1"
"14088","14091",2020-12-08,105,"Cliente nivel 1"
"14089","14092",2020-12-17,83.34,"Cliente nivel 1"
"14090","14093",2020-12-21,1801.17,"Empleado"
"14091","14094",2020-12-03,200,"Cliente nivel 1"
"14092","14095",2020-12-15,299.7,"Cliente nivel 1"
"14093","14096",2020-12-18,0.3,"Cliente nivel 1"
"14094","14097",2020-12-26,300,"Cliente nivel 1"
"14095","14098",2020-12-05,448.92,"Cliente nivel 1"
"14096","14099",2020-12-15,223.95,"Empleado"
"14097","14100",2020-12-22,223.95,"Empleado"
"14098","14101",2020-12-29,223.95,"Empleado"
"14099","14102",2020-12-02,391.28,"Cliente nivel 1"
"14100","14103",2020-12-13,200,"Cliente nivel 1"
"14101","14104",2020-12-22,501,"Cliente nivel 1"
"14102","14105",2020-12-02,89,"Cliente nivel 1"
"14103","14106",2020-12-09,89,"Cliente nivel 1"
"14104","14107",2020-12-16,89,"Cliente nivel 1"
"14105","14108",2020-12-26,89,"Cliente nivel 1"
"14106","14109",2020-12-01,200,"Cliente nivel 1"
"14107","14110",2020-12-08,250,"Cliente nivel 1"
"14108","14111",2020-12-15,200,"Cliente nivel 1"
"14109","14112",2020-12-22,350,"Cliente nivel 1"
"14110","14113",2020-12-04,250,"Cliente nivel 1"
"14111","14114",2020-12-10,377,"Cliente nivel 1"
"14112","14115",2020-12-17,360,"Cliente nivel 1"
"14113","14116",2020-12-22,410,"Cliente nivel 1"
"14114","14117",2020-12-02,208,"Cliente nivel 1"
"14115","14118",2020-12-09,212.5,"Cliente nivel 1"
"14116","14119",2020-12-16,212.5,"Cliente nivel 1"
"14117","14120",2020-12-21,425,"Cliente nivel 1"
"14118","14121",2020-12-28,212.5,"Cliente nivel 1"
"14119","14122",2020-12-11,100,"Cliente nivel 1"
"14120","14123",2020-12-01,289.96,"Empleado"
"14121","14124",2020-12-08,289.96,"Empleado"
"14122","14125",2020-12-15,233.91,"Empleado"
"14123","14126",2020-12-22,1596.06,"Empleado"
"14124","14127",2020-12-29,22.5,"Empleado"
"14125","14128",2020-12-06,494.91,"Cliente nivel 1"
"14126","14129",2020-12-22,165,"Cliente nivel 1"
"14127","14130",2020-12-01,100,"Cliente nivel 1"
"14128","14131",2020-12-06,100,"Cliente nivel 1"
"14129","14132",2020-12-11,67.92,"Cliente nivel 1"
"14130","14133",2020-12-07,1183.22,"Cliente nivel 1"
