,id_cliente,deuda_act,deuda_act_interes,venta_trimestral,venta_enero2020,venta_febrero2020,venta_mzo2020,pagos,pagos_enero2020,pagos_febrero2020,pagos_mzo2020,id_sucursal,B_tipo_soc,edad,tipo_cliente,nombre_suc
6133,6146,0,0,2200,0,0,2200,2303.4,0,0,2303.4,1,Socio,30,Cliente nivel 1,CDMX
6134,6147,0,0,1796.26,0,0,1796.26,1970.03,0,0,1970.03,7,Socio,34,Cliente nivel 1,AGS
6135,6148,0,0,10260.15,3503.15,4515,2242,10676.66,3514.1,4703.16,2459.4,10,Socio,36,Cliente nivel 1,TOL
6136,6149,0,0,5832,1282,2600,1950,5987.38,1284.16,2602.28,2100.94,4,Socio,43,Cliente nivel 1,QRO
6137,6150,0,0,5198,1500,1500,2198,5199.32,1501.32,1500,2198,1,Socio,53,Cliente nivel 1,CDMX
6138,6151,0,0,7407.8,1804.52,2321.52,3281.76,7522.8,1804.52,2321.52,3396.76,8,Socio,44,Cliente nivel 1,JAL
6139,6152,0,0,5793.72,0,1020,4773.72,5808.13,0,1020,4788.13,8,Socio,52,Cliente nivel 1,JAL
6140,6153,0,0,3069,1563,869,637,3208.86,1687.31,876.52,645.03,8,Socio,34,Cliente nivel 1,JAL
6141,6154,0,0,1468,0,0,1468,1587.56,0,0,1587.56,7,Socio,42,Cliente nivel 1,AGS
6142,6155,0,0,1981,0,1981,0,2215.19,0,2215.19,0,7,Socio,36,Cliente nivel 1,AGS
6143,6156,0,0,14970.76,5395.76,5287,4288,14970.76,5395.76,5287,4288,6,Socio,31,Cliente nivel 1,PUE
6144,6157,850.52,1708.48,2200,1100,0,1100,1451.56,1176.56,0,275,8,Socio,31,Cliente nivel 1,JAL
6145,6158,0,0,2682,1404,0,1278,2980.42,1528.77,0,1451.65,8,Socio,36,Cliente nivel 1,JAL
6146,6159,0,0,2037,1749,51,237,2122.76,1812.54,51,259.22,4,Socio,24,Cliente nivel 1,QRO
6147,6160,0,0,9665.5,2100,4200,3365.5,9737.57,2100,4200.92,3436.65,8,Socio,34,Cliente nivel 1,JAL
6148,6161,0,0,1622,1622,0,0,1627.68,1627.68,0,0,4,Socio,23,Cliente nivel 1,QRO
6149,6162,850.52,1685.77,4433.38,33.38,1100,3300,3620.35,33.38,1111.97,2475,1,Socio,27,Cliente nivel 1,CDMX
6150,6163,0,0,1827,0,0,1827,1827,0,0,1827,8,Socio,31,Cliente nivel 1,JAL
6151,6164,0,0,2465,1296,0,1169,2829.41,1390.95,0,1438.46,6,Socio,39,Cliente nivel 1,PUE
6152,6165,0,0,1029,0,1029,0,1219.96,0,1219.96,0,9,Empleado,31,Empleado,GDL
6153,6166,0,0,2626,1076,0,1550,2713.15,1151.05,0,1562.1,10,Socio,55,Cliente nivel 1,TOL
6154,6167,0,0,4745,1701,1550,1494,4884.29,1701,1550,1633.29,10,Socio,27,Cliente nivel 1,TOL
6155,6168,0,0,2000.84,917,0,1083.84,2197.23,987.05,0,1210.18,10,Socio,44,Cliente nivel 1,TOL
6156,6169,0,0,5600,2800,2800,0,5888.79,2830.49,3058.3,0,10,Socio,36,Cliente nivel 1,TOL
6157,6170,0,0,3000,1500,1500,0,3246.37,1604.64,1641.73,0,10,Socio,51,Cliente nivel 1,TOL
6158,6171,0,0,468,0,468,0,468.41,0,468.41,0,10,Socio,28,Cliente nivel 1,TOL
6159,6172,0,0,4745.1,1685.05,1685.05,1375,5078.13,1689.82,1808.22,1580.09,4,Socio,24,Cliente nivel 1,QRO
6160,6173,0,0,871.72,0,871.72,0,954.1,0,954.1,0,10,Socio,26,Cliente nivel 1,TOL
6161,6174,0,0,7342.12,1880.04,3582.04,1880.04,7361.24,1886.62,3588,1886.62,10,Socio,24,Cliente nivel 1,TOL
6162,6175,0,0,1600,0,0,1600,1600,0,0,1600,10,Socio,62,Cliente nivel 1,TOL
6163,6176,0,0,5422,322,1700,3400,5603.78,343.69,1700,3560.09,10,Socio,25,Cliente nivel 1,TOL
6164,6177,0,0,10918,705,4663,5550,10918,705,4663,5550,10,Socio,53,Cliente nivel 1,TOL
6165,6178,0,0,1138,639,499,0,1349.2,757.56,591.64,0,10,Empleado,41,Empleado,TOL
6166,6179,0,0,7950,5300,2650,0,8669.43,5563.02,3106.41,0,10,Socio,27,Cliente nivel 1,TOL
6167,6180,0,0,616,0,0,616,687.5,0,0,687.5,10,Empleado,37,Empleado,TOL
6168,6181,0,0,8653.76,4326.88,0,4326.88,9884.31,4852.54,0,5031.77,10,Socio,39,Cliente nivel 1,TOL
6169,6182,0,0,10991,4150,4150,2691,11204.2,4155.8,4157.26,2891.14,9,Socio,52,Cliente nivel 1,GDL
6170,6183,0,0,1000,0,1000,0,1059.48,0,1059.48,0,11,Socio,53,Cliente nivel 1,TIJ
6171,6184,0,0,1050,1050,0,0,1146.74,1146.74,0,0,11,Socio,21,Cliente nivel 1,TIJ
6172,6185,0,0,2300,0,0,2300,2410.01,0,0,2410.01,11,Socio,61,Cliente nivel 1,TIJ
6173,6186,0,0,1048,1048,0,0,1120.96,1120.96,0,0,11,Socio,35,Cliente nivel 1,TIJ
6174,6187,0,0,3462,866,2452,144,3462.09,866,2452.09,144,11,Socio,37,Cliente nivel 1,TIJ
6175,6188,0,0,2187,643,398,1146,2592.92,762.36,471.92,1358.64,11,Empleado,22,Empleado,TIJ
6176,6189,0,0,958,0,0,958,1013.91,0,0,1013.91,11,Socio,33,Cliente nivel 1,TIJ
6177,6190,0,0,8327,1550,3677,3100,8454.22,1550,3677,3227.22,11,Socio,35,Cliente nivel 1,TIJ
6178,6191,0,0,2176.99,926.99,1250,0,2267.21,926.99,1340.22,0,11,Socio,29,Cliente nivel 1,TIJ
6179,6192,0,0,1889,0,739,1150,2011.17,0,739,1272.17,11,Socio,24,Cliente nivel 1,TIJ
6180,6193,0,0,20487,4831,5896,9760,20495.02,4831,5896,9768.02,15,Socio,38,Cliente nivel 1,SLP
6181,6194,0,0,9009,3061,3008,2940,9596.05,3270.59,3008,3317.46,12,Socio,27,Cliente nivel 1,GTO
6182,6195,0,0,6000,0,4000,2000,6188.39,0,4001.75,2186.64,9,Socio,29,Cliente nivel 1,GDL
6183,6196,0,0,11726,6000,4226,1500,11727.31,6000,4226,1501.31,12,Socio,47,Cliente nivel 1,GTO
6184,6197,0,0,5544,1850,1850,1844,5833.09,1870.15,2005.91,1957.03,12,Socio,28,Cliente nivel 1,GTO
6185,6198,0,0,936,0,936,0,1023.19,0,1023.19,0,12,Socio,55,Cliente nivel 1,GTO
6186,6199,0,0,2600,2600,0,0,3082.56,3082.56,0,0,12,Empleado,37,Empleado,GTO
6187,6200,0,0,3100,1550,0,1550,3186.99,1550,0,1636.99,12,Socio,34,Cliente nivel 1,GTO
6188,6201,0,0,7373,0,3773,3600,7754.12,0,3773.31,3980.81,12,Socio,47,Cliente nivel 1,GTO
6189,6202,0,0,5148,1801,2199,1148,5297.48,1817.35,2211.86,1268.27,12,Socio,23,Cliente nivel 1,GTO
6190,6203,0,0,3180,0,0,3180,3436.99,0,0,3436.99,12,Socio,39,Cliente nivel 1,GTO
6191,6204,0,0,7264,2058,3115,2091,7310.49,2059.8,3116.76,2133.93,12,Socio,28,Cliente nivel 1,GTO
6192,6205,0,0,1105,0,1105,0,1208,0,1208,0,12,Socio,31,Cliente nivel 1,GTO
6193,6206,0,0,5754,1700,1502,2552,6047.31,1701.49,1503.31,2842.51,12,Socio,26,Cliente nivel 1,GTO
6194,6207,0,0,5700,1900,950,2850,5779.18,1920.16,951.63,2907.39,12,Socio,28,Cliente nivel 1,GTO
6195,6208,1150,2366.13,2300,1150,1150,0,1178.88,1177.88,1,0,12,Socio,29,Cliente nivel 1,GTO
6196,6209,0,0,3312,2235,0,1077,3913.7,2649.8,0,1263.9,12,Empleado,21,Empleado,GTO
6197,6210,0,0,3628,2100,824,704,3628.62,2100,824,704.62,12,Socio,31,Cliente nivel 1,GTO
6198,6211,0,0,10773,2700,5400,2673,11179.71,2700.74,5419.61,3059.36,12,Socio,38,Cliente nivel 1,GTO
6199,6212,0,0,5817,0,2187,3630,5817,0,2187,3630,13,Socio,41,Cliente nivel 1,OAX
6200,6213,0,0,2601,1435,0,1166,2602.26,1436.26,0,1166,13,Socio,40,Cliente nivel 1,OAX
6201,6214,0,0,5200,0,1300,3900,5200,0,1300,3900,13,Socio,34,Cliente nivel 1,OAX
6202,6215,0,0,3002,0,0,3002,3259.82,0,0,3259.82,13,Socio,30,Cliente nivel 1,OAX
6203,6216,0,0,3023,0,3023,0,3572.22,0,3572.22,0,13,Empleado,32,Empleado,OAX
6204,6217,0,0,9924,2328,4027,3569,9976.37,2328,4027,3621.37,13,Socio,39,Cliente nivel 1,OAX
6205,6218,0,0,3334,0,0,3334,3952.72,0,0,3952.72,13,Empleado,29,Empleado,OAX
6206,6219,0,0,4242.9,1100,2042.9,1100,4424.12,1101.44,2132.4,1190.28,13,Socio,45,Cliente nivel 1,OAX
6207,6220,0,0,5162,5162,0,0,5165.14,5165.14,0,0,13,Socio,30,Cliente nivel 1,OAX
6208,6221,0,0,259,259,0,0,307.08,307.08,0,0,13,Empleado,29,Empleado,OAX
6209,6222,0,0,2376,0,1026,1350,2610.24,0,1121.72,1488.52,13,Socio,26,Cliente nivel 1,OAX
6210,6223,0,0,2100,1050,1050,0,2275.43,1050,1225.43,0,13,Socio,35,Cliente nivel 1,OAX
6211,6224,0,0,850,0,0,850,909.28,0,0,909.28,13,Socio,44,Cliente nivel 1,OAX
6212,6225,0,0,2354.18,377.19,1976.99,0,2376.58,399.31,1977.27,0,13,Socio,33,Cliente nivel 1,OAX
6213,6226,0,0,15903,4050,4050,7803,15903.85,4050,4050,7803.85,13,Socio,62,Cliente nivel 1,OAX
6214,6227,0,0,10157.9,3870.9,4000,2287,10157.9,3870.9,4000,2287,13,Socio,52,Cliente nivel 1,OAX
6215,6228,0,0,28703,13467,0,15236,28706.49,13467,0,15239.49,13,Socio,35,Cliente nivel 1,OAX
6216,6229,0,0,1680.26,1680.26,0,0,1828.2,1828.2,0,0,13,Socio,46,Cliente nivel 1,OAX
6217,6230,0,0,2753.22,839.22,292,1622,2825.73,854.03,292,1679.7,13,Socio,23,Cliente nivel 1,OAX
6218,6231,0,0,2300,0,1948,352,2402.64,0,2022.08,380.56,13,Socio,30,Cliente nivel 1,OAX
6219,6232,0,0,648,0,0,648,670,0,0,670,13,Socio,27,Cliente nivel 1,OAX
6220,6233,0,0,7143,4560,2583,0,7143,4560,2583,0,13,Empleado,36,Empleado,OAX
6221,6234,0,0,1050,0,0,1050,1113.97,0,0,1113.97,13,Socio,35,Cliente nivel 1,OAX
6222,6235,0,0,2000,0,2000,0,2162.4,0,2162.4,0,13,Socio,29,Cliente nivel 1,OAX
6223,6236,0,0,1650,0,1650,0,1650,0,1650,0,13,Socio,52,Cliente nivel 1,OAX
6224,6237,0,0,1633,850,0,783,1768.62,930.31,0,838.31,14,Socio,36,Cliente nivel 1,TAB
6225,6238,0,0,6275,2088,2100,2087,6664.48,2189.03,2217.38,2258.07,14,Socio,30,Cliente nivel 1,TAB
6226,6239,0,0,2700,2700,0,0,3169.8,3169.8,0,0,14,Empleado,50,Empleado,TAB
6227,6240,0,0,3900,0,1950,1950,3900,0,1950,1950,14,Socio,41,Cliente nivel 1,TAB
6228,6241,0,0,2148,0,2148,0,2148,0,2148,0,14,Socio,48,Cliente nivel 1,TAB
6229,6242,0,0,5130,2455,2487,188,5506.65,2627.46,2686.63,192.56,11,Socio,40,Cliente nivel 1,TIJ
6230,6243,0,0,1158,1158,0,0,1227.13,1227.13,0,0,15,Socio,63,Cliente nivel 1,SLP
6231,6244,0,0,6757,0,449,6308,6948.44,0,449.39,6499.05,15,Socio,37,Cliente nivel 1,SLP
6232,6245,0,0,1717,0,750,967,1891.21,0,803.31,1087.9,15,Socio,25,Cliente nivel 1,SLP
6233,6246,0,0,8371,1921,2150,4300,8599.37,1922.68,2151.88,4524.81,15,Socio,23,Cliente nivel 1,SLP
6234,6247,0,0,2200,0,0,2200,2293.97,0,0,2293.97,15,Socio,46,Cliente nivel 1,SLP
6235,6248,0,0,700,0,700,0,749.43,0,749.43,0,15,Socio,48,Cliente nivel 1,SLP
6236,6249,0,0,1800,900,900,0,1864.08,900,964.08,0,15,Socio,43,Cliente nivel 1,SLP
6237,6250,0,0,713,295,418,0,751.97,295.17,456.8,0,16,Socio,26,Cliente nivel 1,BCS
6238,6251,0,0,1434,528,467,439,1610.9,626,525.8,459.1,16,Empleado,24,Empleado,BCS
6239,6252,0,0,3083.76,0,2762,321.76,3366.21,0,3018.32,347.89,16,Socio,47,Cliente nivel 1,BCS
6240,6253,806.8,1651.67,1050,0,1050,0,288,0,288,0,16,Socio,31,Cliente nivel 1,BCS
6241,6254,0,0,465,465,0,0,465,465,0,0,8,Socio,47,Cliente nivel 1,JAL
6242,6255,0,0,1300,1300,0,0,1314.16,1314.16,0,0,16,Socio,29,Cliente nivel 1,BCS
6243,6256,0,0,1900,0,0,1900,1900,0,0,1900,16,Socio,49,Cliente nivel 1,BCS
6244,6257,0,0,7372,0,4600,2772,7476.46,0,4602.01,2874.45,16,Socio,29,Cliente nivel 1,BCS
6245,6258,0,0,1823.99,1524.99,0,299,2085.71,1745.07,0,340.64,16,Empleado,30,Empleado,BCS
6246,6259,0,0,2612.32,704,758.32,1150,2719.39,704,758.67,1256.72,16,Socio,29,Cliente nivel 1,BCS
6247,6260,0,0,2500,0,0,2500,2935,0,0,2935,16,Empleado,23,Empleado,BCS
6248,6261,0,0,16429.99,4772,5894.99,5763,16432.7,4774.71,5894.99,5763,16,Socio,44,Cliente nivel 1,BCS
6249,6262,0,0,1336,1336,0,0,1454.56,1454.56,0,0,16,Socio,36,Cliente nivel 1,BCS
6250,6263,0,0,1080.12,0,1080.12,0,1387.07,0,1387.07,0,16,Socio,33,Cliente nivel 1,BCS
6251,6264,0,0,2984.08,0,0,2984.08,3072.49,0,0,3072.49,16,Socio,28,Cliente nivel 1,BCS
6252,6265,0,0,777,777,0,0,1092.19,1092.19,0,0,16,Socio,35,Cliente nivel 1,BCS
6253,6266,0,0,4743,1217,2203,1323,4819.58,1221.26,2206.34,1391.98,1,Socio,22,Cliente nivel 1,CDMX
6254,6267,0,0,1008,1008,0,0,1078.98,1078.98,0,0,16,Socio,32,Cliente nivel 1,BCS
6255,6268,0,0,900,900,0,0,983.81,983.81,0,0,1,Socio,33,Cliente nivel 1,CDMX
6256,6269,0,0,1592,339,704,549,1695.66,362.58,739.32,593.76,1,Socio,44,Cliente nivel 1,CDMX
6257,6270,0,0,1100,0,1100,0,1254.55,0,1254.55,0,1,Socio,44,Cliente nivel 1,CDMX
6258,6271,0,0,900,900,0,0,962.75,962.75,0,0,1,Socio,24,Cliente nivel 1,CDMX
6259,6272,0,0,5285,0,2510,2775,5887.44,0,2546.08,3341.36,1,Socio,50,Cliente nivel 1,CDMX
6260,6273,0,0,2600,0,1300,1300,2604.87,0,1301.68,1303.19,1,Socio,25,Cliente nivel 1,CDMX
6261,6274,0,0,3006,2968,0,38,3560.24,3518.72,0,41.52,1,Empleado,36,Empleado,CDMX
6262,6275,0,0,3247.99,24.99,1700,1523,3247.99,24.99,1700,1523,8,Socio,43,Cliente nivel 1,JAL
6263,6276,0,0,6608.54,2908.54,1850,1850,7058.03,2926,1939.15,2192.88,1,Socio,25,Cliente nivel 1,CDMX
6264,6277,0,0,2100,0,1050,1050,2224.85,0,1050,1174.85,8,Socio,25,Cliente nivel 1,JAL
6265,6278,0,0,7978,1678,4200,2100,7979.84,1678,4200.92,2100.92,1,Socio,37,Cliente nivel 1,CDMX
6266,6279,0,0,807,0,0,807,890.93,0,0,890.93,16,Socio,38,Cliente nivel 1,BCS
6267,6280,0,0,950,0,950,0,1049.93,0,1049.93,0,1,Socio,41,Cliente nivel 1,CDMX
6268,6281,301.87,357.87,345,345,0,0,51.13,51.13,0,0,1,Empleado,27,Empleado,CDMX
6269,6282,0,0,4424.73,1135.73,1100,2189,4425.28,1135.73,1100.55,2189,16,Socio,41,Cliente nivel 1,BCS
6270,6283,0,0,1941,0,1113,828,2208.43,0,1189.6,1018.83,1,Socio,35,Cliente nivel 1,CDMX
6271,6284,0,0,3274,1100,1074,1100,3455.84,1111.97,1148,1195.87,1,Socio,27,Cliente nivel 1,CDMX
6272,6285,0,0,5391,866,1900,2625,5713.58,875.43,1901.66,2936.49,1,Socio,38,Cliente nivel 1,CDMX
6273,6286,0,0,2232,1134,650,448,2291.62,1139.27,657.08,495.27,1,Socio,29,Cliente nivel 1,CDMX
6274,6287,0,0,2330,1085,1245,0,2481.27,1120.75,1360.52,0,1,Socio,43,Cliente nivel 1,CDMX
6275,6288,0,0,44.23,44.23,0,0,44.23,44.23,0,0,1,Socio,30,Cliente nivel 1,CDMX
6276,6289,0,0,1800,0,900,900,1800,0,900,900,1,Socio,42,Cliente nivel 1,CDMX
6277,6290,0,0,2150,0,2150,0,2150,0,2150,0,16,Socio,33,Cliente nivel 1,BCS
6278,6291,0,0,2400,2400,0,0,2638.33,2638.33,0,0,1,Socio,38,Cliente nivel 1,CDMX
6279,6292,0,0,1400,0,700,700,1458.02,0,700,758.02,2,Socio,62,Cliente nivel 1,VER
6280,6293,0,0,4929,0,0,4929,4929,0,0,4929,2,Socio,29,Cliente nivel 1,VER
6281,6294,0,0,1726,0,1150,576,1772,0,1150,622,2,Socio,59,Cliente nivel 1,VER
6282,6295,0,0,3593,0,1393,2200,3593,0,1393,2200,2,Socio,39,Cliente nivel 1,VER
6283,6296,0,0,1224,921,303,0,1451.2,1091.96,359.24,0,NA,Empleado,40,Empleado,#N/D
6284,6297,0,0,1250,120,99,1031,1475.86,142.24,117.4,1216.22,NA,Empleado,28,Empleado,#N/D
6285,6298,0,0,1886,900,0,986,2050.58,979.29,0,1071.29,2,Socio,29,Cliente nivel 1,VER
6286,6299,0,0,369,0,0,369,369,0,0,369,2,Socio,32,Cliente nivel 1,VER
6287,6300,272.32,272.32,1470,0,0,1470,1470.48,0,0,1470.48,2,Empleado,36,Empleado,VER
6288,6301,0,0,650,0,650,0,650,0,650,0,2,Socio,34,Cliente nivel 1,VER
6289,6302,0,0,1136.5,0,0,1136.5,1219.85,0,0,1219.85,2,Socio,29,Cliente nivel 1,VER
6290,6303,0,0,2589,1577,1012,0,2720.11,1640.73,1079.38,0,2,Socio,31,Cliente nivel 1,VER
6291,6304,0,0,1003,0,0,1003,1115.65,0,0,1115.65,2,Socio,47,Cliente nivel 1,VER
6292,6305,0,0,3050,0,2540,510,3610.32,0,3011.52,598.8,2,Empleado,22,Empleado,VER
6293,6306,0,0,1480,0,1480,0,1480,0,1480,0,3,Socio,28,Cliente nivel 1,LEON
6294,6307,291.98,323.14,1000,1000,0,0,1112.88,1112.88,0,0,3,Socio,25,Cliente nivel 1,LEON
6295,6308,0,0,2645,0,2645,0,3043.84,0,3043.84,0,3,Empleado,21,Empleado,LEON
6296,6309,0,0,934.8,934.8,0,0,935.35,935.35,0,0,3,Socio,26,Cliente nivel 1,LEON
6297,6310,0,0,12739,2139,5300,5300,12958.32,2140.87,5303.01,5514.44,3,Socio,37,Cliente nivel 1,LEON
6298,6311,0,0,618,0,618,0,658.24,0,658.24,0,3,Socio,20,Cliente nivel 1,LEON
6299,6312,0,0,2481,889,1592,0,2784.4,1017.94,1766.46,0,3,Empleado,25,Empleado,LEON
6300,6313,0,0,4600,1150,1150,2300,4711.53,1150,1150,2411.53,3,Socio,31,Cliente nivel 1,LEON
6301,6314,0,0,13325,3411,3382,6532,13328.31,3411.83,3383.31,6533.17,3,Socio,34,Cliente nivel 1,LEON
6302,6315,0,0,928,0,928,0,928.81,0,928.81,0,3,Socio,28,Cliente nivel 1,LEON
6303,6316,0,0,3610,1110,1250,1250,3711.45,1110,1337.84,1263.61,3,Socio,29,Cliente nivel 1,LEON
6304,6317,0,0,1027,0,1027,0,1027,0,1027,0,3,Socio,31,Cliente nivel 1,LEON
6305,6318,0,0,4144,1917,1400,827,4144.87,1917.87,1400,827,3,Socio,26,Cliente nivel 1,LEON
6306,6319,0,0,4776,3026,0,1750,5081.62,3169.22,0,1912.4,3,Socio,31,Cliente nivel 1,LEON
6307,6320,0,0,2700,0,1350,1350,2909.62,0,1460.8,1448.82,3,Socio,29,Cliente nivel 1,LEON
6308,6321,0,0,1508.12,1508.12,0,0,1612.52,1612.52,0,0,3,Socio,27,Cliente nivel 1,LEON
6309,6322,0,0,662.31,662.31,0,0,729.62,729.62,0,0,3,Socio,28,Cliente nivel 1,LEON
6310,6323,0,0,3283,1276,1350,657,3361.78,1276,1428.78,657,3,Socio,41,Cliente nivel 1,LEON
6311,6324,0,0,2907,0,1500,1407,3146.58,0,1592.18,1554.4,3,Socio,30,Cliente nivel 1,LEON
6312,6325,0,0,1100,0,1100,0,1185.22,0,1185.22,0,4,Socio,27,Cliente nivel 1,QRO
6313,6326,0,0,700,0,700,0,806.36,0,806.36,0,4,Socio,47,Cliente nivel 1,QRO
6314,6327,0,0,2127,627,750,750,2245.03,627,809.95,808.08,1,Socio,49,Cliente nivel 1,CDMX
6315,6328,0,0,3203,2398,0,805,3387.52,2478.05,0,909.47,4,Socio,24,Cliente nivel 1,QRO
6316,6329,0,0,41.14,41.14,0,0,41.14,41.14,0,0,8,Socio,31,Cliente nivel 1,JAL
6317,6330,0,0,6139,1800,2539,1800,6258.23,1814.06,2600.54,1843.63,4,Socio,39,Cliente nivel 1,QRO
6318,6331,0,0,3750,750,1500,1500,3811.21,750.63,1501.18,1559.4,4,Socio,31,Cliente nivel 1,QRO
6319,6332,477.97,822.49,2800,0,1400,1400,2815,0,1514.58,1300.42,4,Socio,29,Cliente nivel 1,QRO
6320,6333,0,0,2756,950,856,950,2934.05,950.83,876.76,1106.46,4,Socio,29,Cliente nivel 1,QRO
6321,6334,0,0,1198,0,599,599,1293.29,0,599,694.29,4,Socio,59,Cliente nivel 1,QRO
6322,6335,0,0,15051,6075,5843,3133,15297.11,6075,5845.67,3376.44,4,Socio,22,Cliente nivel 1,QRO
6323,6336,0,0,1100,1100,0,0,1259.07,1259.07,0,0,4,Socio,37,Cliente nivel 1,QRO
6324,6337,1122.58,2263.43,4130,2742,1388,0,3143.17,2743.17,400,0,4,Socio,34,Cliente nivel 1,QRO
6325,6338,0,0,1194.65,44.65,0,1150,1195.24,44.65,0,1150.59,4,Socio,34,Cliente nivel 1,QRO
6326,6339,0,0,1050,0,1050,0,1154.51,0,1154.51,0,4,Socio,38,Cliente nivel 1,QRO
6327,6340,1250,2472.8,2500,0,1250,1250,1416,0,1416,0,4,Socio,20,Cliente nivel 1,QRO
6328,6341,0,0,1650,0,1650,0,1780.32,0,1780.32,0,4,Socio,20,Cliente nivel 1,QRO
6329,6342,0,0,650,0,0,650,710.32,0,0,710.32,4,Socio,30,Cliente nivel 1,QRO
6330,6343,0,0,1296,0,1296,0,1417,0,1417,0,4,Socio,45,Cliente nivel 1,QRO
6331,6344,0,0,738,0,738,0,738,0,738,0,4,Socio,61,Cliente nivel 1,QRO
6332,6345,0,0,4000,1000,1000,2000,4430.51,1000.87,1001.75,2427.89,4,Socio,26,Cliente nivel 1,QRO
6333,6346,931.24,1707.1,3438,1138,1150,1150,2711.12,1142,1219.12,350,4,Socio,37,Cliente nivel 1,QRO
6334,6347,0,0,3309,259,957,2093,3385.63,261.82,1029.64,2094.17,4,Socio,28,Cliente nivel 1,QRO
6335,6348,0,0,1815,1079,0,736,1874.78,1079,0,795.78,4,Socio,24,Cliente nivel 1,QRO
6336,6349,0,0,17055.89,2871.89,5822,8362,17057.2,2872.71,5822.49,8362,4,Socio,43,Cliente nivel 1,QRO
6337,6350,0,0,1300,650,0,650,1432.72,726.35,0,706.37,4,Socio,34,Cliente nivel 1,QRO
6338,6351,0,0,1729,0,1044,685,1884.23,0,1139.34,744.89,4,Socio,23,Cliente nivel 1,QRO
6339,6352,0,0,2068,700,668,700,2233.6,700.36,668.34,864.9,4,Socio,35,Cliente nivel 1,QRO
6340,6353,0,0,11768,2535,5754,3479,11769,2535,5754,3480,4,Socio,33,Cliente nivel 1,QRO
6341,6354,0,0,1500,750,0,750,1614.27,811.74,0,802.53,4,Socio,25,Cliente nivel 1,QRO
6342,6355,0,0,1050,1050,0,0,1684.64,1684.64,0,0,4,Socio,25,Cliente nivel 1,QRO
6343,6356,0,0,3286,0,2300,986,3357.1,0,2370.24,986.86,4,Socio,28,Cliente nivel 1,QRO
6344,6357,0,0,1550,0,0,1550,1550,0,0,1550,4,Socio,27,Cliente nivel 1,QRO
6345,6358,0,0,1650,0,1650,0,1783.05,0,1783.05,0,4,Socio,32,Cliente nivel 1,QRO
6346,6359,0,0,1200,0,0,1200,1595.56,0,0,1595.56,4,Socio,27,Cliente nivel 1,QRO
6347,6360,0,0,4421.46,2124.46,1147,1150,4606.95,2142.32,1148.55,1316.08,4,Socio,44,Cliente nivel 1,QRO
6348,6361,0,0,3794.47,1294.47,1250,1250,3949.81,1295.3,1251.09,1403.42,1,Socio,34,Cliente nivel 1,CDMX
6349,6362,0,0,1100,0,1100,0,1290.09,0,1290.09,0,4,Socio,26,Cliente nivel 1,QRO
6350,6363,0,0,1800,0,0,1800,1967.64,0,0,1967.64,10,Socio,37,Cliente nivel 1,TOL
6351,6364,0,0,7499,2500,3749,1250,8075.03,2514.7,3765.43,1794.9,4,Socio,45,Cliente nivel 1,QRO
6352,6365,0,0,478,0,478,0,605.13,0,605.13,0,4,Socio,27,Cliente nivel 1,QRO
6353,6366,0,0,1319,129,1190,0,1446.55,129,1317.55,0,4,Socio,44,Cliente nivel 1,QRO
6354,6367,0,0,1000,1000,0,0,1076.33,1076.33,0,0,4,Socio,32,Cliente nivel 1,QRO
6355,6368,71.55,84.85,1146,0,0,1146,1273.95,0,0,1273.95,4,Empleado,26,Empleado,QRO
6356,6369,0,0,6330,2900,530,2900,6961.5,3061.09,530,3370.41,4,Socio,28,Cliente nivel 1,QRO
6357,6370,0,0,1050,1050,0,0,1576.49,1576.49,0,0,10,Socio,21,Cliente nivel 1,TOL
6358,6371,0,0,3379,1047,1816,516,3633,1114.64,2002.36,516,5,Empleado,23,Empleado,ECA
6359,6372,0,0,3082,0,1244,1838,3496.21,0,1436.45,2059.76,5,Empleado,21,Empleado,ECA
6360,6373,0,0,560,0,560,0,664,0,664,0,5,Empleado,31,Empleado,ECA
6361,6374,0,0,2059,793,767,499,2441.24,940.2,909.4,591.64,5,Empleado,25,Empleado,ECA
6362,6375,0,0,5550,1850,1850,1850,5955.25,1994.01,1934.49,2026.75,16,Socio,48,Cliente nivel 1,BCS
6363,6376,0,0,1350,0,1350,0,1350,0,1350,0,5,Socio,29,Cliente nivel 1,ECA
6364,6377,0,0,1500,0,750,750,1588.31,0,750.53,837.78,5,Socio,33,Cliente nivel 1,ECA
6365,6378,0,0,3921,2171,0,1750,4317.65,2220.88,0,2096.77,5,Socio,24,Cliente nivel 1,ECA
6366,6379,0,0,650,0,0,650,650,0,0,650,5,Socio,31,Cliente nivel 1,ECA
6367,6380,700,1421.56,700,0,0,700,0.5,0,0,0.5,12,Socio,29,Cliente nivel 1,GTO
6368,6381,0,0,4698,1464,1536,1698,5145.11,1464,1673.12,2007.99,5,Empleado,21,Empleado,ECA
6369,6382,0,0,748,0,748,0,852.16,0,852.16,0,5,Empleado,32,Empleado,ECA
6370,6383,0,0,1500,0,1500,0,1659.47,0,1659.47,0,5,Socio,32,Cliente nivel 1,ECA
6371,6384,840.74,1822.48,968,968,0,0,140,140,0,0,16,Socio,27,Cliente nivel 1,BCS
6372,6385,0,0,1450,0,1450,0,1551.16,0,1551.16,0,5,Socio,31,Cliente nivel 1,ECA
